"","V1"
"1",0.192632342161416
"2",0.548990526996721
"3",0.302799265655056
"4",0.494796381886891
"5",0.0403353096200074
"6",0.189618181667401
"7",0.428763555459717
"8",0.130385105601574
"9",0.462777833925184
"10",0.23872573866444
"11",0.494536307264853
