"","V1"
"1",0.192632342161416
"2",0.192632342161416
"3",0.188306785487909
"4",0.188306785487909
"5",0.188306785487909
"6",0.188129301808007
"7",0.188129301808007
"8",0.187921767670641
"9",0.187921767670641
"10",0.187883713263639
"11",0.187883713263639
