"","iter_mean_w","V1"
"1",0,50
"2",0,9
"3",0,12
"4",0,40
"5",0,41
"6",0,7
"7",0,14
"8",0,46
"9",0,13
"10",0,27
"11",0,24
"12",0,6
"13",0,39
"14",0,18
"15",0,14
"16",0,41
"17",0,21
"18",0,24
"19",0,15
"20",0,6
"21",0,17
"22",0,45
"23",0,42
"24",0,28
"25",0,18
"26",0,25
"27",0,42
"28",0,45
"29",0,26
"30",0,22
"31",0,30
"32",0,20
"33",0,10
"34",0,41
"35",0,49
"36",0,20
"37",0,7
"38",0,10
"39",0,14
"40",0,22
"41",0,34
"42",0,24
"43",0,18
"44",0,16
"45",0,11
"46",0,8
"47",0,47
"48",0,19
"49",0,50
"50",0,8
"51",0,3
"52",0,16
"53",0,16
"54",0,50
"55",0,17
"56",0,13
"57",0,36
"58",0,16
"59",0,16
"60",0,10
"61",0,12
"62",0,22
"63",0,6
"64",0,8
"65",0,10
"66",0,13
"67",0,37
"68",0,32
"69",0,7
"70",0,20
"71",0,15
"72",0,23
"73",0,21
"74",0,20
"75",0,13
"76",0,27
"77",0,37
"78",0,43
"79",0,50
"80",0,34
"81",0,33
"82",0,32
"83",0,15
"84",0,24
"85",0,15
"86",0,13
"87",0,45
"88",0,20
"89",0,31
"90",0,29
"91",0,20
"92",0,23
"93",0,26
"94",0,27
"95",0,50
"96",0,4
"97",0,20
"98",0,14
"99",0,43
"100",0,19
"101",0,19
"102",0,27
"103",0,50
"104",0,5
"105",0,13
"106",0,31
"107",0,13
"108",0,44
"109",0,30
"110",0,30
"111",0,37
"112",0,7
"113",0,40
"114",0,33
"115",0,30
"116",0,29
"117",0,20
"118",0,19
"119",0,25
"120",0,26
"121",0,40
"122",0,15
"123",0,15
"124",0,34
"125",0,23
"126",0,11
"127",0,24
"128",0,10
"129",0,7
"130",0,15
"131",0,49
"132",0,15
"133",0,34
"134",0,15
"135",0,26
"136",0,30
"137",0,37
"138",0,15
"139",0,13
"140",0,40
"141",0,24
"142",0,16
"143",0,14
"144",0,16
"145",0,23
"146",0,13
"147",0,40
"148",0,19
"149",0,15
"150",0,36
"151",0,21
"152",0,17
"153",0,4
"154",0,25
"155",0,12
"156",0,24
"157",0,50
"158",0,19
"159",0,16
"160",0,35
"161",0,29
"162",0,6
"163",0,43
"164",0,28
"165",0,35
"166",0,29
"167",0,23
"168",0,44
"169",0,18
"170",0,5
"171",0,10
"172",0,28
"173",0,23
"174",0,15
"175",0,17
"176",0,28
"177",0,48
"178",0,21
"179",0,42
"180",0,46
"181",0,24
"182",0,7
"183",0,12
"184",0,6
"185",0,26
"186",0,11
"187",0,43
"188",0,16
"189",0,14
"190",0,9
"191",0,48
"192",0,15
"193",0,13
"194",0,20
"195",0,27
"196",0,26
"197",0,42
"198",0,30
"199",0,10
"200",0,6
