No,Sample,GH,Aver_Z,AverW_Z,Max_Z,Min_Z,Std0_Z,Std1_Z,Std0W_Z,Std1W_Z,Aver_Eg,AverW_Eg,Max_Eg,Min_Eg,Std0_Eg,Std1_Eg,Std0W_Eg,Std1W_Eg,Aver_Ip1,AverW_Ip1,Max_Ip1,Min_Ip1,Std0_Ip1,Std1_Ip1,Std0W_Ip1,Std1W_Ip1,Aver_Ip2,AverW_Ip2,Max_Ip2,Min_Ip2,Std0_Ip2,Std1_Ip2,Std0W_Ip2,Std1W_Ip2,Aver_Ea,AverW_Ea,Max_Ea,Min_Ea,Std0_Ea,Std1_Ea,Std0W_Ea,Std1W_Ea,Aver_Homo,AverW_Homo,Max_Homo,Min_Homo,Std0_Homo,Std1_Homo,Std0W_Homo,Std1W_Homo,Aver_Lumo,AverW_Lumo,Max_Lumo,Min_Lumo,Std0_Lumo,Std1_Lumo,Std0W_Lumo,Std1W_Lumo,Aver_Ros,AverW_Ros,Max_Ros,Min_Ros,Std0_Ros,Std1_Ros,Std0W_Ros,Std1W_Ros,Aver_Rop,AverW_Rop,Max_Rop,Min_Rop,Std0_Rop,Std1_Rop,Std0W_Rop,Std1W_Rop,Aver_Rod,AverW_Rod,Max_Rod,Min_Rod,Std0_Rod,Std1_Rod,Std0W_Rod,Std1W_Rod,Aver_Ra,AverW_Ra,Max_Ra,Min_Ra,Std0_Ra,Std1_Ra,Std0W_Ra,Std1W_Ra,Aver_Rv,AverW_Rv,Max_Rv,Min_Rv,Std0_Rv,Std1_Rv,Std0W_Rv,Std1W_Rv,Aver_Rc,AverW_Rc,Max_Rc,Min_Rc,Std0_Rc,Std1_Rc,Std0W_Rc,Std1W_Rc,Aver_Vl,AverW_Vl,Max_Vl,Min_Vl,Std0_Vl,Std1_Vl,Std0W_Vl,Std1W_Vl,Aver_Pc,AverW_Pc,Max_Pc,Min_Pc,Std0_Pc,Std1_Pc,Std0W_Pc,Std1W_Pc,Aver_Pc18,AverW_Pc18,Max_Pc18,Min_Pc18,Std0_Pc18,Std1_Pc18,Std0W_Pc18,Std1W_Pc18,Aver_Pr,AverW_Pr,Max_Pr,Min_Pr,Std0_Pr,Std1_Pr,Std0W_Pr,Std1W_Pr,Aver_Uo,AverW_Uo,Max_Uo,Min_Uo,Std0_Uo,Std1_Uo,Std0W_Uo,Std1W_Uo,Aver_Plz,AverW_Plz,Max_Plz,Min_Plz,Std0_Plz,Std1_Plz,Std0W_Plz,Std1W_Plz,Aver_M,AverW_M,Max_M,Min_M,Std0_M,Std1_M,Std0W_M,Std1W_M,Aver_Mel,AverW_Mel,Max_Mel,Min_Mel,Std0_Mel,Std1_Mel,Std0W_Mel,Std1W_Mel,Aver_Boi,AverW_Boi,Max_Boi,Min_Boi,Std0_Boi,Std1_Boi,Std0W_Boi,Std1W_Boi,Aver_de,AverW_de,Max_de,Min_de,Std0_de,Std1_de,Std0W_de,Std1W_de
115,Mo_Si_As,1.52166185,29.66666667,28.85714286,42,14,11.6714276,14.29452109,11.69946798,14.32886341,2.08,2.097142857,2.18,1.9,0.127540843,0.156204994,0.128687778,0.157609696,805.9333333,863.6142857,947,684.3,108.1235816,132.423802,122.5471385,150.0889794,1645.033333,1700.885714,1798,1560,108.3888166,132.7486472,121.9328668,149.3366533,-1.321633333,-1.368385714,-0.8063,-1.6025,0.364887721,0.446894365,0.367870676,0.450547723,-4.531866667,-4.752242857,-4.0809,-5.1964,0.47978683,0.587616459,0.527978283,0.646638695,2.6025,3.449242857,4.1976,-0.1345,1.944174942,2.38111829,2.120563527,2.597149304,1.114733333,0.979742857,1.5418,0.8558,0.304248378,0.372626641,0.332850573,0.407657033,1.2846,1.163771429,1.6626,1.0507,0.269788819,0.330422472,0.295610471,0.362047408,0.7138,0.580071429,1.1619,0.2524,0.371420902,0.454895845,0.394761722,0.483482395,1.25,1.204285714,1.45,1.11,0.145143607,0.177763888,0.152172476,0.18637246,0.972766667,1.030128571,1.1405,0.7271,0.177538903,0.217439861,0.186575589,0.228507496,1.28,1.217142857,1.54,1.11,0.186726181,0.228691933,0.197022047,0.241301742,8.333333333,10.57142857,15,4,4.784233365,5.859465277,5.281851871,6.46892099,5,4.857142857,6,4,0.816496581,1,0.828899771,1.015190743,11.66666667,13.42857143,15,6,4.027681991,4.932882862,4.396195015,5.384217299,4,3.857142857,5,3,0.816496581,1,0.828899771,1.015190743,4.333333333,3.714285714,6,3,1.247219129,1.527525232,1.392399192,1.705333769,51.03666667,39.97428571,86,29.8,24.91219291,30.5110805,27.25790946,33.38398481,66.318865,64.54376857,95.95,28.085,28.3657044,34.74075098,28.42119197,34.80870911,1890.05,1516.942857,2896,1087.15,752.2883124,921.3612524,839.7301025,1028.455136,3112.383333,2219.514286,4912,887.15,1670.472297,2045.902378,1894.120595,2319.814485,6.112,5.406571429,10.28,2.329,3.257378189,3.989457231,3.332887957,4.081937433
41,Ti_C_As,1.63500838,20.33333333,23.71428571,33,6,11.0855261,13.57694124,11.58963882,14.1943507,2.09,2.194285714,2.55,1.54,0.417212975,0.510979452,0.43004904,0.526700356,897.4333333,945.6857143,1086.5,658.8,178.0907322,218.1157109,184.5117914,225.9798702,1820.133333,1886.714286,2352.6,1309.8,426.0088992,521.7522145,431.180479,528.0860803,-0.674833333,-1.077528571,0.2887,-1.6025,0.772495598,0.946110022,0.871156073,1.066943933,-4.9111,-5.086842857,-4.2515,-5.2854,0.467820742,0.572961055,0.499741732,0.612056123,2.5927,3.445328571,4.1976,-0.1659,1.959302738,2.39964598,2.13678326,2.617014339,1.014366667,0.893185714,1.5455,0.6418,0.385595611,0.472256248,0.404189063,0.495028482,1.0751,1.002014286,1.5379,0.6367,0.368317689,0.451095201,0.375498924,0.459890381,0.6357,0.542828571,1.1355,0.2524,0.369815801,0.452930006,0.381298871,0.466993837,1.106666667,1.094285714,1.36,0.77,0.247969532,0.303699413,0.248278426,0.304077729,0.735533333,0.856485714,1.0507,0.5192,0.227960645,0.279193631,0.258061105,0.316059015,1.183333333,1.125714286,1.6,0.76,0.342960963,0.420039681,0.347767418,0.425926361,7.666666667,10.28571429,15,4,5.185449729,6.350852961,5.809328646,7.114945466,4.333333333,4.571428571,5,4,0.471404521,0.577350269,0.528120786,0.646813224,11,13.14285714,15,4,4.966554809,6.08276253,5.409112996,6.6247834,3.333333333,3.428571429,4,2,0.942809042,1.154700538,0.947607083,1.160576915,5,4,8,3,2.160246899,2.645751311,2.380476143,2.915475947,44.35333333,33.38857143,92,11.26,34.53101537,42.29168397,36.23005694,44.37257643,44.93319833,53.08219714,74.921595,12.011,25.76678915,31.55774287,27.0246851,33.09834448,2267.1,1976.557143,3773.15,1087.15,1120.537046,1372.372,1157.591648,1417.754434,3182.433333,2472.7,5100.15,887.15,1740.547747,2131.726927,1879.688236,2302.138527,4.011,4.430571429,5.727,1.8,1.64095521,2.009751477,1.693745608,2.074406246
78,W_C_N,0.20287669,29,16.28571429,74,6,31.82242396,38.97435054,34.26834878,41.96998442,2.65,2.802857143,3.04,2.36,0.286472803,0.350856096,0.324702899,0.397678211,1086.266667,1221.742857,1402.3,770,258.1354468,316.1500646,291.5265118,357.0456002,2302.866667,2547.028571,2856,1700,473.2434563,579.602496,532.5170463,652.1975214,-0.941666667,-1.223771429,-0.4374,-1.6769,0.531726285,0.651229041,0.601926855,0.737206829,-5.620533333,-6.202342857,-4.4864,-7.0898,1.088931786,1.333663621,1.234615227,1.512088667,2.510833333,3.390957143,4.1526,-0.3665,2.041328806,2.500106986,2.222980255,2.722583667,0.861766667,0.690771429,1.4074,0.5361,0.388226672,0.475478626,0.424216125,0.519556523,0.9194,0.705871429,1.6061,0.5154,0.488088851,0.597784317,0.532752454,0.652485836,1.0467,1.131085714,1.214,0.7906,0.183903906,0.225235366,0.202340296,0.24781524,0.993333333,0.857142857,1.46,0.75,0.330084164,0.404268887,0.357076184,0.437327225,0.647566667,0.589371429,0.7906,0.5154,0.112612383,0.137921439,0.12676054,0.155249322,1.03,0.854285714,1.62,0.71,0.417692072,0.511566222,0.45314697,0.554989428,9.666666667,6.857142857,20,4,7.318166133,8.96288644,7.838939953,9.600701505,5,4.857142857,6,4,0.816496581,1,0.828899771,1.015190743,11.66666667,13.42857143,15,6,4.027681991,4.932882862,4.396195015,5.384217299,3.333333333,2.571428571,6,2,1.885618083,2.309401077,2.033729191,2.490799396,4.333333333,3.714285714,6,3,1.247219129,1.527525232,1.392399192,1.705333769,31.28666667,18.27428571,75,7.6,30.94608789,37.90106243,33.57055873,41.11536964,69.95266667,37.69857143,183.84,12.011,80.53462826,98.63437294,86.75340344,106.2507859,2510.433333,1641.985714,3773.15,63.15,1730.784724,2119.769714,1936.444429,2371.650383,3703.503333,2348.962857,5933,77.36,2586.515853,3167.822026,2919.733577,3575.928724,7.017083667,3.265000571,19.25,0.001251,8.681092712,10.63212378,9.457245805,11.5827133
17,Hf_Si_P,0.23102379,33.66666667,22.85714286,72,14,27.10883415,33.20140559,29.18449407,35.74355943,1.796666667,1.98,2.19,1.3,0.370615104,0.453908948,0.413481156,0.506408926,818.9333333,896.9571429,1011.8,658.5,146.0460278,178.8691235,165.5812703,202.7948116,1641.366667,1746.028571,1907,1440,195.9930328,240.0414617,222.1877206,272.1232713,-0.541833333,-1.031571429,0.7772,-1.5964,0.986897902,1.208698144,1.101730852,1.349339211,-4.093733333,-4.697414286,-2.6937,-5.5066,1.14839747,1.406493912,1.297400263,1.588984318,2.4868,3.398157143,4.1941,-0.4781,2.104523941,2.577504904,2.293380226,2.80880567,1.1056,0.966314286,1.5366,0.8336,0.308234759,0.37750894,0.338244256,0.414262918,1.2811,1.1282,1.7316,0.9712,0.325963505,0.399222131,0.360042521,0.440960231,1.158066667,1.269671429,1.4172,0.8951,0.213163667,0.261071108,0.240612493,0.294688917,1.223333333,1.137142857,1.5,1.06,0.196694913,0.240901086,0.21475029,0.263014316,1.002266667,1.0087,1.1405,0.8951,0.102564267,0.12561506,0.102765834,0.125861928,1.31,1.178571429,1.75,1.07,0.311555239,0.381575681,0.338142183,0.414137905,9,6.571428571,18,4,6.377042157,7.810249676,6.8238278,8.357448102,4.333333333,4.571428571,5,4,0.471404521,0.577350269,0.528120786,0.646813224,11,13.14285714,15,4,4.966554809,6.08276253,5.409112996,6.6247834,4,3.428571429,6,3,1.414213562,1.732050808,1.525296893,1.868099547,5,4,8,3,2.160246899,2.645751311,2.380476143,2.915475947,57.08,40.47714286,109,24.93,37.05923996,45.38811408,40.60839977,49.73492936,79.18292067,51.22214971,178.49,28.085,70.23061175,86.01458156,75.5919542,92.58085822,1685.383333,1333.228571,2506,863.15,670.6916782,821.4261932,757.5224773,927.771769,2989.05,2023.514286,4876,553.15,1806.980466,2213.090059,2048.764901,2509.214305,5.820666667,3.608571429,13.31,1.823,5.299785803,6.490885481,5.742916933,7.03360806
180,V_Si_P,0.24943489,17.33333333,15.85714286,23,14,4.027681991,4.932882862,4.289680704,5.253764442,1.906666667,2.027142857,2.19,1.63,0.228667638,0.280059517,0.25846354,0.316551895,816.4,895.8714286,1011.8,650.9,148.8460278,182.2984092,168.7330672,206.6549587,1632.7,1742.314286,1907,1414,205.0703457,251.1588541,232.5277151,284.7871266,-0.874933333,-1.174328571,-0.2221,-1.5964,0.563150675,0.6897159,0.637790084,0.781130134,-4.687233333,-4.951771429,-4.0809,-5.5066,0.601216835,0.736337235,0.656842512,0.804464498,2.690033333,3.485257143,4.1941,0.1316,1.818377182,2.227048128,1.984660294,2.430702517,1.0934,0.961085714,1.5,0.8336,0.291187133,0.356629948,0.319839048,0.391721234,1.192966667,1.090428571,1.4672,0.9712,0.205861707,0.252128069,0.229985006,0.281672957,1.018133333,1.2097,1.4172,0.4753,0.397739901,0.487129904,0.441468931,0.540686809,1.14,1.101428571,1.25,1.06,0.080415587,0.098488578,0.089187565,0.109232013,0.862333333,0.948728571,1.1405,0.4753,0.282266686,0.345704676,0.295192512,0.361535516,1.236666667,1.147142857,1.53,1.07,0.20805982,0.254820198,0.226502542,0.277407826,4.666666667,4.714285714,5,4,0.471404521,0.577350269,0.473803541,0.580288457,4.666666667,4.714285714,5,4,0.471404521,0.577350269,0.473803541,0.580288457,11.33333333,13.28571429,15,5,4.496912521,5.507570547,4.902449756,6.004250195,3.333333333,3.142857143,4,3,0.471404521,0.577350269,0.508432298,0.622699849,4.666666667,3.857142857,7,3,1.699673171,2.081665999,1.882609276,2.305716056,47.74666667,36.47714286,81,24.93,24.05069969,29.4559711,26.5600889,32.52933267,36.666754,33.00093543,50.9415,28.085,10.16243135,12.44638568,10.80339006,13.23139657,1577.716667,1287.085714,2183,863.15,544.3394412,666.6769389,617.0670772,755.749738,2590.383333,1852.657143,3680,553.15,1441.707492,1765.723857,1619.49388,1983.466823,3.384,2.564285714,6,1.823,1.861290054,2.279605448,2.033797477,2.490883029
90,Mn_Si_As,0.93844265,24,26.42857143,33,14,7.788880964,9.539392014,8.158714718,9.992344008,1.876666667,2.01,2.18,1.55,0.25772509,0.315647483,0.290172363,0.355387113,816.9333333,868.3285714,947,717.3,96.2121383,117.8353229,109.0790817,133.5940458,1628.033333,1693.6,1798,1509,123.3582948,151.0824389,139.7005965,171.0975891,-1.1426,-1.291657143,-0.8063,-1.6025,0.336592068,0.412239409,0.368119888,0.450852945,-4.560533333,-4.764528571,-4.0809,-5.1964,0.468609079,0.573926566,0.511085635,0.62594951,3.257533333,3.729971429,4.1976,1.8306,1.025817272,1.256364443,1.129379843,1.38320217,1.057433333,0.955185714,1.3699,0.8558,0.2240353,0.274386084,0.24626488,0.301611649,1.151933333,1.106914286,1.2646,1.0507,0.087697751,0.107407371,0.09857794,0.120732826,0.6075,0.534514286,1.1619,0.2524,0.39714643,0.486403053,0.403797228,0.494548584,1.23,1.195714286,1.39,1.11,0.117756812,0.144222051,0.122646553,0.150210736,0.866466667,0.984571429,1.1405,0.4082,0.32611068,0.399402383,0.34683845,0.424788613,1.23,1.195714286,1.39,1.11,0.117756812,0.144222051,0.122646553,0.150210736,8.666666667,10.71428571,15,4,4.642796092,5.686240703,5.074278207,6.21469621,5.333333333,5,7,4,1.247219129,1.527525232,1.290994449,1.58113883,12,13.57142857,15,7,3.559026084,4.358898944,3.890508247,4.764880023,3.666666667,3.714285714,4,3,0.471404521,0.577350269,0.473803541,0.580288457,4,3.571428571,5,3,0.816496581,1,0.922138892,1.129384879,44.03666667,36.97428571,65,29.8,15.13706342,18.53904079,16.70352997,20.45756267,52.64821333,58.68491786,74.921595,28.085,19.18939211,23.50210958,20.11652483,24.63761062,1431.05,1320.228571,1687,1087.15,252.6610477,309.4453223,275.896709,337.9030794,2253.05,1851.228571,3538,887.15,1083.717708,1327.277705,1155.813364,1415.57649,5.088666667,4.968,7.21,2.329,2.043141753,2.502327383,2.0467019,2.506687655
54,Fe_Si_As,0.97092027,24.33333333,26.57142857,33,14,7.845734864,9.609023537,8.158714718,9.992344008,1.97,2.05,2.18,1.83,0.151217283,0.185202592,0.171075032,0.209523268,832,874.7857143,947,762.5,81.90543328,100.3132593,92.40734466,113.1754215,1645.666667,1701.157143,1798,1561.9,107.8945267,132.1432682,121.3277455,148.5955341,-1.2837,-1.352128571,-0.8063,-1.6025,0.343849851,0.421128341,0.350592626,0.429386521,-4.566833333,-4.767228571,-4.0809,-5.1964,0.466589015,0.571452503,0.507802679,0.621928726,2.472133333,3.393371429,4.1976,-0.5256,2.127776839,2.605983771,2.318644842,2.839748379,1.046433333,0.950471429,1.3369,0.8558,0.208709245,0.255615577,0.229713378,0.281340282,1.299433333,1.170128571,1.7071,1.0507,0.290585723,0.355893374,0.318056259,0.389537772,0.598833333,0.5308,1.1619,0.2524,0.401659112,0.491929937,0.407380138,0.498936734,1.183333333,1.175714286,1.25,1.11,0.057348835,0.070237692,0.057852734,0.070854839,0.8578,0.980857143,1.1405,0.3822,0.338292309,0.414321771,0.359978815,0.440882207,1.206666667,1.185714286,1.32,1.11,0.086538367,0.105987421,0.089038706,0.109049698,9,10.85714286,15,4,4.546060566,5.567764363,4.910768398,6.01443841,5.666666667,5.142857143,8,4,1.699673171,2.081665999,1.778557085,2.178278669,12.33333333,13.71428571,15,8,3.091206165,3.785938897,3.385643961,4.146550078,3.666666667,3.714285714,4,3,0.471404521,0.577350269,0.473803541,0.580288457,3.666666667,3.428571429,4,3,0.471404521,0.577350269,0.528120786,0.646813224,41.70333333,35.97428571,58,29.8,11.92437373,14.60431557,13.22923564,16.2024385,52.95053167,58.81448286,74.921595,28.085,19.23018665,23.55207248,20.10437769,24.62273347,1528.383333,1361.942857,1811,1087.15,316.0792525,387.1164435,357.2233559,437.5074731,2519.716667,1965.514286,3538,887.15,1166.121618,1428.201471,1291.11576,1581.287406,5.31,5.062857143,7.874,2.329,2.282859756,2.795920779,2.296198654,2.812257525
10,Cr_Ge_As,0.73129563,29.66666667,31.42857143,33,24,4.027681991,4.932882862,4.396195015,5.384217299,1.95,2.057142857,2.18,1.66,0.216487105,0.265141472,0.241549702,0.295836759,787.3,852.1285714,947,652.9,121.3912957,148.6733668,137.617551,168.5463898,1642.033333,1693.942857,1798,1537.5,112.3954428,137.6557421,123.8036115,151.6278382,-1.024433333,-1.227557143,-0.7121,-1.6025,0.409197339,0.501162342,0.45683886,0.559511051,-4.518866667,-4.720085714,-3.8948,-5.1964,0.532719221,0.652445134,0.569454892,0.697436958,2.703733333,3.4468,4.1976,0.49,1.596920047,1.955819637,1.761335206,2.15718626,1.068133333,0.956257143,1.4266,0.8558,0.25491093,0.312200854,0.27838079,0.340945445,1.2097,1.136185714,1.4063,1.0507,0.147587624,0.180757185,0.164883161,0.201939806,0.3194,0.283142857,0.4392,0.2524,0.08490952,0.1039925,0.092326633,0.11307657,1.226666667,1.21,1.27,1.19,0.032998316,0.040414519,0.036968455,0.045276926,0.887333333,0.998028571,1.1721,0.4392,0.320730524,0.392813064,0.339295601,0.415550547,1.26,1.221428571,1.39,1.19,0.092014492,0.112694277,0.099771849,0.12219506,11.66666667,13.42857143,15,6,4.027681991,4.932882862,4.396195015,5.384217299,5,4.857142857,6,4,0.816496581,1,0.828899771,1.015190743,11.66666667,13.42857143,15,6,4.027681991,4.932882862,4.396195015,5.384217299,4,4,4,4,0,0,0,0,4.333333333,3.714285714,6,3,1.247219129,1.527525232,1.392399192,1.705333769,49.07666667,39.43714286,78,29.8,20.82632362,25.50693304,22.94899071,28.10665868,66.51589833,70.99178286,74.921595,51.9961,10.30958323,12.62660919,11.23926371,13.76523058,1492.85,1278.771429,2180,1087.15,488.5289875,598.323372,533.3762335,653.2498064,2312.383333,1814.942857,3106,887.15,1009.959914,1236.943225,1125.817949,1378.839759,6.08,5.820571429,7.19,5.323,0.80203034,0.982282546,0.842944749,1.032392259
119,Ta_Si_As,0.74817978,40,33.28571429,73,14,24.58997086,30.11644069,25.49016083,31.21894375,1.86,2.002857143,2.18,1.5,0.279045994,0.34176015,0.313488166,0.383943023,831.5,874.5714286,947,761,82.33164641,100.8352617,92.91742549,113.8001403,1625.033333,1692.314286,1798,1500,126.2912067,154.6745077,143.0950574,175.2549376,-0.733066667,-1.116142857,0.2096,-1.6025,0.7415969,0.908267,0.834693555,1.02228665,-4.2912,-4.6491,-3.5963,-5.1964,0.669950033,0.820517867,0.759556092,0.930262428,2.499466667,3.405085714,4.1976,-0.4436,2.089270784,2.558823678,2.277103043,2.788870274,1.089633333,0.968985714,1.4665,0.8558,0.26905083,0.329518624,0.294863014,0.361131964,1.2852,1.164028571,1.6644,1.0507,0.270629501,0.331452093,0.296517861,0.363158729,0.750433333,0.595771429,1.1619,0.2524,0.376313613,0.460888168,0.406856535,0.498295455,1.226666667,1.194285714,1.38,1.11,0.113235252,0.138684294,0.117774141,0.144243275,1.0094,1.045828571,1.1405,0.837,0.127298416,0.155908082,0.132408185,0.162166246,1.333333333,1.24,1.7,1.11,0.261321428,0.320052079,0.277488739,0.339852909,12.66666667,12.42857143,19,4,6.342099197,7.767453465,6.346566912,7.772925276,4.666666667,4.714285714,5,4,0.471404521,0.577350269,0.473803541,0.580288457,11.33333333,13.28571429,15,5,4.496912521,5.507570547,4.902449756,6.004250195,4.333333333,4,6,3,1.247219129,1.527525232,1.290994449,1.58113883,4.666666667,3.857142857,7,3,1.699673171,2.081665999,1.882609276,2.305716056,51.70333333,40.26,88,29.8,25.84809514,31.65732195,28.26789522,34.62095969,94.65149167,76.68632286,180.94788,28.085,63.94641839,78.31804797,66.4220725,81.35009264,2021.383333,1573.228571,3290,1087.15,929.873178,1138.857406,1032.233897,1264.223171,3385.383333,2336.514286,5731,887.15,1980.43591,2425.528724,2241.038302,2744.700167,8.248666667,6.322285714,16.69,2.329,6.128005784,7.505243656,6.423659274,7.867343751
50,Mo_Si_P,1.33068507,23.66666667,18.57142857,42,14,12.97005097,15.88500341,13.93498021,17.06679555,2.083333333,2.102857143,2.19,1.9,0.1302135,0.159478316,0.131669035,0.161260975,827.5333333,900.6428571,1011.8,684.3,136.813409,167.561521,155.1222465,189.9851758,1681.366667,1763.171429,1907,1560,159.6995165,195.5911637,179.4323121,219.758804,-1.3196,-1.3649,-0.8063,-1.5964,0.363330602,0.444987292,0.36614371,0.448432632,-4.635266667,-4.9295,-4.0809,-5.5066,0.623701864,0.76387566,0.689621106,0.844609913,2.601333333,3.447242857,4.1941,-0.1345,1.943218214,2.379946542,2.119353664,2.59566753,1.107333333,0.967057143,1.5418,0.8336,0.310658669,0.380477612,0.340860996,0.417467757,1.2581,1.118342857,1.6626,0.9712,0.294257042,0.360389803,0.325759521,0.398972303,1.102066667,1.245671429,1.4172,0.7271,0.284891235,0.348919078,0.319038153,0.390740342,1.206666667,1.13,1.45,1.06,0.173269219,0.212210587,0.189472953,0.232056028,0.946266667,0.9847,1.1405,0.7271,0.16968823,0.20782479,0.173986254,0.213088773,1.24,1.148571429,1.54,1.07,0.212759645,0.260576284,0.23157256,0.283617305,5,4.857142857,6,4,0.816496581,1,0.828899771,1.015190743,5,4.857142857,6,4,0.816496581,1,0.828899771,1.015190743,11.66666667,13.42857143,15,6,4.027681991,4.932882862,4.396195015,5.384217299,3.666666667,3.285714286,5,3,0.942809042,1.154700538,1.016864595,1.245399698,4.333333333,3.714285714,6,3,1.247219129,1.527525232,1.392399192,1.705333769,49.41333333,37.19142857,86,24.93,26.35974498,32.28396248,29.05531125,35.58534343,51.66958733,39.43072114,95.95,28.085,31.33318205,38.37515402,33.63864062,41.19875258,1815.383333,1388.942857,2896,863.15,834.8578685,1022.487893,937.4642075,1148.15448,3001.05,2028.657143,4912,553.15,1819.547528,2228.481503,2063.080482,2526.747239,4.810666667,3.175714286,10.28,1.823,3.872915726,4.743333673,4.20387268,5.148671505
2,Cr_C_P,1.35832445,15,13.71428571,24,6,7.348469228,9,7.460097937,9.136716688,2.133333333,2.217142857,2.55,1.66,0.365543735,0.447697815,0.375028344,0.45931404,917.0666667,981.8714286,1086.5,652.9,189.2670835,231.8038898,200.0542078,245.015365,1950.066667,1989.114286,2352.6,1590.6,312.5721819,382.8211767,315.0017229,385.7967446,-1.021933333,-1.223671429,-0.7107,-1.5964,0.406681664,0.498081282,0.45396942,0.555996719,-5.0858,-5.294657143,-4.4654,-5.5066,0.447887248,0.54854761,0.494190543,0.605257333,2.810166667,3.537028571,4.1941,0.49,1.650755149,2.021753903,1.803696424,2.209067945,0.967333333,0.863514286,1.4266,0.6418,0.334057094,0.409134713,0.349817862,0.428437633,1.004733333,0.937785714,1.4063,0.6367,0.315081369,0.38589429,0.322115278,0.394509035,0.9973,1.197,1.4172,0.4392,0.411051846,0.50343364,0.456994212,0.559701318,1.033333333,1.007142857,1.27,0.77,0.204993225,0.251064401,0.206659535,0.253105205,0.682366667,0.799628571,0.9712,0.4392,0.219575474,0.268923936,0.248925176,0.304869833,1.073333333,1.027142857,1.39,0.76,0.257207223,0.315013227,0.261321862,0.32005261,5,4.857142857,6,4,0.816496581,1,0.828899771,1.015190743,5,4.857142857,6,4,0.816496581,1,0.828899771,1.015190743,11.66666667,13.42857143,15,6,4.027681991,4.932882862,4.396195015,5.384217299,3,2.857142857,4,2,0.816496581,1,0.828899771,1.015190743,4.333333333,3.714285714,6,3,1.247219129,1.527525232,1.392399192,1.705333769,38.06333333,28.60571429,78,11.26,28.78564727,35.25507387,30.29950572,37.10916424,31.66028733,28.55902114,51.9961,12.011,16.33106535,20.00138853,16.62292235,20.3588389,2272.1,1882.7,3773.15,863.15,1189.786201,1457.184548,1251.888,1533.243408,2865.766667,2193.842857,5100.15,553.15,1857.129073,2274.509308,1974.945569,2418.804457,3.604333333,2.583142857,7.19,1.8,2.535466602,3.105299717,2.733389997,3.347705381
73,V_Si_As,0.67168236,23.33333333,26.14285714,33,14,7.760297818,9.504384953,8.253220357,10.1080893,1.903333333,2.021428571,2.18,1.63,0.224548931,0.275015151,0.253709888,0.310729885,794.8,858.8428571,947,650.9,121.0247082,148.2243907,136.9250435,167.6982449,1596.366667,1680.028571,1798,1414,157.3581972,192.723645,178.2159267,218.2690422,-0.876966667,-1.177814286,-0.2221,-1.6025,0.56575694,0.692907911,0.640773131,0.784783606,-4.583833333,-4.774514286,-4.0809,-5.1964,0.461952136,0.565773509,0.499758943,0.612077202,2.6912,3.487257143,4.1976,0.1316,1.81934268,2.228230616,1.985878839,2.432194923,1.1008,0.973771429,1.5,0.8558,0.284700591,0.348685589,0.311754205,0.381819364,1.219466667,1.135857143,1.4672,1.0507,0.178969017,0.219191385,0.197535975,0.241931172,0.629866667,0.5441,1.1619,0.2524,0.387053574,0.474041879,0.396442165,0.485540508,1.183333333,1.175714286,1.25,1.11,0.057348835,0.070237692,0.057852734,0.070854839,0.888833333,0.994157143,1.1405,0.4753,0.294701401,0.360934029,0.312956899,0.383292357,1.276666667,1.215714286,1.53,1.11,0.18208667,0.223009716,0.192017573,0.235172538,8,10.42857143,15,4,4.966554809,6.08276253,5.528528362,6.771036758,4.666666667,4.714285714,5,4,0.471404521,0.577350269,0.473803541,0.580288457,11.33333333,13.28571429,15,5,4.496912521,5.507570547,4.902449756,6.004250195,3.666666667,3.714285714,4,3,0.471404521,0.577350269,0.473803541,0.580288457,4.666666667,3.857142857,7,3,1.699673171,2.081665999,1.882609276,2.305716056,49.37,39.26,81,29.8,22.5749522,27.64855692,24.73541119,30.29456799,51.31603167,58.11398286,74.921595,28.085,19.12279379,23.42054362,20.29515663,24.85638899,1652.383333,1415.085714,2183,1087.15,448.0480189,548.7445133,507.0080741,620.9555385,2701.716667,2043.514286,3680,887.15,1284.401324,1573.063934,1443.23149,1767.590366,4.685333333,4.795142857,6,2.329,1.669902659,2.045204717,1.673509193,2.049621802
