,cego,cego.sd,pre_value,pre_value.sd,Tego,Tego.sd
1,0.150223427483171,0.0139499587905242,NA,NA,NA,NA
2,0.213731667885628,0.0260971378429858,NA,NA,NA,NA
3,0.150570901781823,0.0224014101385488,NA,NA,NA,NA
4,0.093764259864413,0.0158209250965219,NA,NA,NA,NA
5,0.064997392988711,0.0119636944474692,NA,NA,NA,NA
6,0.0499516458722647,0.0113151045224262,NA,NA,NA,NA
7,0.0412813590540623,0.0118313704916458,NA,NA,NA,NA
8,0.030155892628369,0.00952640163501301,NA,NA,NA,NA
9,0.0258376983118284,0.00941980480261775,NA,NA,NA,NA
10,0.0224797805356145,0.00852434058973365,NA,NA,NA,NA
11,0.0198408815178674,0.00782624052032608,NA,NA,NA,NA
12,0.0190226285999931,0.00779932204152074,NA,NA,NA,NA
13,0.0199126005095831,0.00890981800563398,NA,NA,NA,NA
14,0.0200231322923135,0.00943825077324752,NA,NA,NA,NA
15,0.0186609475573215,0.00809928807167372,NA,NA,NA,NA
16,0.0195888377398792,0.00896310698896593,NA,NA,NA,NA
17,0.0271399165592479,0.0132430611915686,NA,NA,NA,NA
18,0.0227630091985982,0.0117812431673706,NA,NA,NA,NA
19,0.0170143732731061,0.00989104590705017,NA,NA,NA,NA
20,0.0220317470236423,0.0132930177016425,NA,NA,NA,NA
21,0.0109718828223852,0.00814175410993138,NA,NA,NA,NA
22,0.00935242503108654,0.00796676262384408,NA,NA,NA,NA
23,0.00451812159960715,0.0032359624919996,NA,NA,NA,NA
24,0.00471791826265293,0.00513920325266443,NA,NA,NA,NA
25,0.00165380326018859,0.00127221626005226,NA,NA,NA,NA
26,0.00117551100286318,0.00109341075921889,NA,NA,NA,NA
27,0.000422008397738546,0.000500340699816828,NA,NA,NA,NA
28,0.000110165924819255,0.000217242416400875,NA,NA,NA,NA
29,0,0,NA,NA,NA,NA
30,0,0,NA,NA,NA,NA
31,0,0,NA,NA,NA,NA
32,0,0,NA,NA,NA,NA
33,0,0,NA,NA,NA,NA
34,0,0,NA,NA,NA,NA
35,0,0,NA,NA,NA,NA
36,0,0,NA,NA,NA,NA
37,0,0,NA,NA,NA,NA
38,0,0,NA,NA,NA,NA
39,0,0,NA,NA,NA,NA
40,0,0,NA,NA,NA,NA
41,0,0,NA,NA,NA,NA
42,0,0,NA,NA,NA,NA
43,0,0,NA,NA,NA,NA
44,0,0,NA,NA,NA,NA
45,0,0,NA,NA,NA,NA
46,0,0,NA,NA,NA,NA
47,0,0,NA,NA,NA,NA
48,0,0,NA,NA,NA,NA
49,0,0,NA,NA,NA,NA
50,0,0,NA,NA,NA,NA
