"","x","mean","lower","upper"
"gp0.p[, 1]1",0,-0.944366460041749,-1.51184933040093,-0.376883589682568
"gp0.p[, 1]2",0.0050251256281407,-0.956387738328431,-1.51987982376392,-0.392895652892942
"gp0.p[, 1]3",0.0100502512562814,-0.968400476815401,-1.52773219650501,-0.409068757125792
"gp0.p[, 1]4",0.0150753768844221,-0.980388196399782,-1.53538492545646,-0.425391467343099
"gp0.p[, 1]5",0.0201005025125628,-0.992333410361031,-1.54281548617412,-0.441851334547945
"gp0.p[, 1]6",0.0251256281407035,-1.00421759114401,-1.55000033444885,-0.458434847839169
"gp0.p[, 1]7",0.0301507537688442,-1.01602113745062,-1.55691488939409,-0.475127385507146
"gp0.p[, 1]8",0.0351758793969849,-1.0277233418003,-1.5635335183344,-0.491913165266194
"gp0.p[, 1]9",0.0402010050251256,-1.03930235873669,-1.5698295237385,-0.508775193734868
"gp0.p[, 1]10",0.0452261306532663,-1.05073517387652,-1.57577513246027,-0.525695215292774
"gp0.p[, 1]11",0.050251256281407,-1.06199757401671,-1.58134148757179,-0.542653660461625
"gp0.p[, 1]12",0.0552763819095477,-1.07306411853716,-1.5864986430953,-0.559629593979021
"gp0.p[, 1]13",0.0603015075376884,-1.0839081123605,-1.59121556196456,-0.576600662756448
"gp0.p[, 1]14",0.0653266331658292,-1.09450158075475,-1.59546011757157,-0.593543043937932
"gp0.p[, 1]15",0.0703517587939698,-1.10481524629222,-1.59919909928127,-0.61043139330318
"gp0.p[, 1]16",0.0753768844221106,-1.11481850830737,-1.60239822232578,-0.627238794288955
"gp0.p[, 1]17",0.0804020100502513,-1.1244794252274,-1.60502214251965,-0.64393670793516
"gp0.p[, 1]18",0.085427135678392,-1.13376470018377,-1.60703447626986,-0.660494924097687
"gp0.p[, 1]19",0.0904522613065327,-1.14263967034867,-1.60839782638824,-0.676881514309096
"gp0.p[, 1]20",0.0954773869346734,-1.1510683004802,-1.60907381424979,-0.693062786710606
"gp0.p[, 1]21",0.100502512562814,-1.15901318120177,-1.6090231188784,-0.709003243525137
"gp0.p[, 1]22",0.105527638190955,-1.16643553258653,-1.60820552358139,-0.724665541591669
"gp0.p[, 1]23",0.110552763819095,-1.17329521366623,-1.60657997079641,-0.740010456536043
"gp0.p[, 1]24",0.115577889447236,-1.17955073853602,-1.60410462585872,-0.754996851213322
"gp0.p[, 1]25",0.120603015075377,-1.1851592997826,-1.6007369504433,-0.769581649121911
"gp0.p[, 1]26",0.125628140703518,-1.19007680002304,-1.59643378648519,-0.783719813560883
"gp0.p[, 1]27",0.130653266331658,-1.19425789240602,-1.59115145143293,-0.79736433337912
"gp0.p[, 1]28",0.135678391959799,-1.19765603099606,-1.5848458457429,-0.810466216249226
"gp0.p[, 1]29",0.14070351758794,-1.20022353203509,-1.57747257357911,-0.822974490491066
"gp0.p[, 1]30",0.14572864321608,-1.20191164715492,-1.56898707774026,-0.834836216569578
"gp0.p[, 1]31",0.150753768844221,-1.20267064969875,-1.55934478989688,-0.84599650950062
"gp0.p[, 1]32",0.155778894472362,-1.20244993540053,-1.54850129728372,-0.856398573517333
"gp0.p[, 1]33",0.160804020100503,-1.20119813876787,-1.53641252705678,-0.865983750478966
"gp0.p[, 1]34",0.165829145728643,-1.19886326661821,-1.52303494959109,-0.874691583645332
"gp0.p[, 1]35",0.170854271356784,-1.1953928503285,-1.50832580206265,-0.88245989859436
"gp0.p[, 1]36",0.175879396984925,-1.19073411847782,-1.49224333372734,-0.889224903228292
"gp0.p[, 1]37",0.180904522613065,-1.1848341916886,-1.47474707437901,-0.894921308998183
"gp0.p[, 1]38",0.185929648241206,-1.17764030160825,-1.45579812753912,-0.899482475677377
"gp0.p[, 1]39",0.190954773869347,-1.16910003611723,-1.43535948999973,-0.902840582234733
"gp0.p[, 1]40",0.195979899497487,-1.15916161300466,-1.41339639941014,-0.904926826599182
"gp0.p[, 1]41",0.201005025125628,-1.14777418451759,-1.38987671166373,-0.905671657371459
"gp0.p[, 1]42",0.206030150753769,-1.13488817536633,-1.36477130990436,-0.905005040828299
"gp0.p[, 1]43",0.21105527638191,-1.12045565695659,-1.33805454703115,-0.902856766882029
