"","x","mean","lower","upper"
"gp0.p[, 1]1",0,-1.05308642893257,-1.58039034051624,-0.525782517348895
"gp0.p[, 1]2",0.0050251256281407,-1.06104777204164,-1.58240278220571,-0.539692761877577
"gp0.p[, 1]3",0.0100502512562814,-1.06884696303208,-1.58410891924549,-0.553585006818675
"gp0.p[, 1]4",0.0150753768844221,-1.07647116878037,-1.58549486469716,-0.567447472863585
"gp0.p[, 1]5",0.0201005025125628,-1.08390714517111,-1.58654646252236,-0.581267827819867
"gp0.p[, 1]6",0.0251256281407035,-1.09114123412556,-1.58724929512079,-0.59503317313032
"gp0.p[, 1]7",0.0301507537688442,-1.09815936127741,-1.58758869193315,-0.608730030621669
"gp0.p[, 1]8",0.0351758793969849,-1.10494703435711,-1.5875497391757,-0.62234432953852
"gp0.p[, 1]9",0.0402010050251256,-1.11148934234969,-1.58711729077631,-0.635861393923075
"gp0.p[, 1]10",0.0452261306532663,-1.11777095549557,-1.58627598058493,-0.649265930406216
"gp0.p[, 1]11",0.050251256281407,-1.12377612620787,-1.58501023593469,-0.662542016481043
"gp0.p[, 1]12",0.0552763819095477,-1.12948869098449,-1.58330429263331,-0.675673089335659
"gp0.p[, 1]13",0.0603015075376884,-1.13489207339812,-1.58114221146778,-0.688641935328467
"gp0.p[, 1]14",0.0653266331658292,-1.1399692882523,-1.5785078963088,-0.701430680195797
"gp0.p[, 1]15",0.0703517587939698,-1.14470294699706,-1.57538511390529,-0.714020780088826
"gp0.p[, 1]16",0.0753768844221106,-1.14907526450356,-1.57175751546255,-0.726393013544564
"gp0.p[, 1]17",0.0804020100502513,-1.15306806730271,-1.56760866010174,-0.73852747450369
"gp0.p[, 1]18",0.085427135678392,-1.15666280339952,-1.56292204030204,-0.750403566497003
"gp0.p[, 1]19",0.0904522613065327,-1.15984055378099,-1.55768110943047,-0.761999998131503
"gp0.p[, 1]20",0.0954773869346734,-1.16258204574287,-1.55186931146846,-0.773294780017292
"gp0.p[, 1]21",0.100502512562814,-1.16486766816763,-1.5454701130481,-0.784265223287159
"gp0.p[, 1]22",0.105527638190955,-1.16667748889357,-1.53846703791466,-0.794887939872473
"gp0.p[, 1]23",0.110552763819095,-1.16799127432355,-1.53084370393596,-0.805138844711146
"gp0.p[, 1]24",0.115577889447236,-1.16878851142996,-1.52258386278305,-0.814993160076875
"gp0.p[, 1]25",0.120603015075377,-1.16904843232155,-1.51367144241001,-0.824425422233098
"gp0.p[, 1]26",0.125628140703518,-1.16875004154752,-1.50409059246468,-0.83340949063037
"gp0.p[, 1]27",0.130653266331658,-1.16787214632371,-1.49382573276517,-0.841918559882254
"gp0.p[, 1]28",0.135678391959799,-1.16639338987652,-1.48286160498059,-0.849925174772453
"gp0.p[, 1]29",0.14070351758794,-1.16429228811097,-1.47118332765696,-0.857401248564978
"gp0.p[, 1]30",0.14572864321608,-1.16154726982083,-1.45877645473229,-0.864318084909375
"gp0.p[, 1]31",0.150753768844221,-1.15813672067099,-1.44562703768695,-0.870646403655034
"gp0.p[, 1]32",0.155778894472362,-1.1540390311947,-1.43172169147718,-0.87635637091223
"gp0.p[, 1]33",0.160804020100503,-1.14923264906193,-1.41704766440083,-0.881417633723021
"gp0.p[, 1]34",0.165829145728643,-1.14369613588887,-1.40159291204517,-0.885799359732565
