"","x","mean","lower","upper"
"gp0.p[, 1]1",0,0.192589228286277,0.0237557709769719,0.361422685595581
"gp0.p[, 1]2",0.0050251256281407,0.192301306393681,0.02347546485059,0.361127147936772
"gp0.p[, 1]3",0.0100502512562814,0.191996363522051,0.0231791211113638,0.360813605932737
"gp0.p[, 1]4",0.0150753768844221,0.191673495960877,0.022865958570401,0.360481033351354
"gp0.p[, 1]5",0.0201005025125628,0.191331761504174,0.0225351721166198,0.360128350891729
"gp0.p[, 1]6",0.0251256281407035,0.190970178755351,0.0221859336483492,0.359754423862353
"gp0.p[, 1]7",0.0301507537688442,0.190587726533049,0.0218173932711639,0.359358059794934
"gp0.p[, 1]8",0.0351758793969849,0.190183343395011,0.0214286807933315,0.358938005996691
"gp0.p[, 1]9",0.0402010050251256,0.189755927298776,0.0210189075528398,0.358492947044713
"gp0.p[, 1]10",0.0452261306532663,0.189304335419867,0.0205871686126786,0.358021502227056
"gp0.p[, 1]11",0.050251256281407,0.188827384150121,0.0201325453638758,0.357522222936366
"gp0.p[, 1]12",0.0552763819095477,0.188323849300972,0.0196541085787143,0.35699359002323
"gp0.p[, 1]13",0.0603015075376884,0.187792466538785,0.0191509219595825,0.356434011117988
"gp0.p[, 1]14",0.0653266331658292,0.18723193208179,0.018622046232014,0.355841817931566
"gp0.p[, 1]15",0.0703517587939698,0.18664090369079,0.0180665438336333,0.355215263547946
"gp0.p[, 1]16",0.0753768844221106,0.1860180019886,0.0174834842539316,0.354552519723268
"gp0.p[, 1]17",0.0804020100502513,0.185361812146128,0.0168719500830113,0.353851674209244
"gp0.p[, 1]18",0.085427135678392,0.184670885976139,0.0162310438306338,0.353110728121644
"gp0.p[, 1]19",0.0904522613065327,0.183943744479062,0.0155598955800572,0.352327593378068
"gp0.p[, 1]20",0.0954773869346734,0.183178880888684,0.014857671544193,0.351500090233175
"gp0.p[, 1]21",0.100502512562814,0.182374764269225,0.0141235835945291,0.35062594494392
"gp0.p[, 1]22",0.105527638190955,0.181529843719157,0.0133568998359789,0.349702787602335
"gp0.p[, 1]23",0.110552763819095,0.180642553241099,0.0125569563032829,0.348728150178916
