"","pre_value","pre_value.sd","ego","ego.sd"
"1",0.11735315835,0.00183114761010561,0.11735315835,0.00183114761010561
"2",0.0981098184,0.00580615928087998,0.0874949944,0.00664697854692875
"3",0.07950905765,0.00706863809214922,0.0663204955,0.00696615023168695
"4",0.06806080735,0.00739992527987296,0.05349725985,0.00686729994446546
"5",0.05904695985,0.00745001704752297,0.0403563195,0.00644598869738752
"6",0.0494121894,0.00729649483888702,0.0315945383,0.00601376708369553
"7",0.0431228746,0.0070486212697137,0.0249822782,0.00542135860252157
"8",0.0364184606,0.0066824226906585,0.02013801995,0.00498755776189646
"9",0.0308752608,0.00640918325386672,0.01559983825,0.00444573654560305
"10",0.0252103053,0.00594324688207861,0.01110535435,0.0037838836711844
"11",0.0196429885,0.00525381718831907,0.00861639615,0.00338156271288602
"12",0.01663241105,0.00485937902753782,0.0049845419,0.00269211661110433
"13",0.01401907855,0.00458778676114525,0.0030429121,0.00206414699259314
"14",0.010121257,0.0038783532302378,0.0025051755,0.00178575383143014
"15",0.00846544455,0.00355943602648437,0.00165533615,0.00152214243555811
"16",0.00705745155,0.00313540353383636,0.0013783592,0.00142601479450978
"17",0.00607684625,0.00295699499744048,0.00110138225,0.00132178689894666
"18",0.00494931615,0.00266881926862515,0.0008244053,0.00120736275838108
"19",0.0027724607,0.00184934259859473,0.0008244053,0.00120736275838108
"20",0.0022347241,0.00153055489799815,0.0005377366,0.00106039320745369
"21",0.00167131595,0.00132858826979923,0.0005377366,0.00106039320745369
"22",0.00167131595,0.00132858826979923,0.0005377366,0.00106039320745369
"23",0.001394339,0.00121734151616051,0,0
"24",0.001394339,0.00121734151616051,0,0
"25",0.001394339,0.00121734151616051,0,0
"26",0.00111736205,0.0010934787402232,0,0
"27",0.00111736205,0.0010934787402232,0,0
"28",0.0008403851,0.000952088733104505,0,0
"29",0.00056340815,0.000783742284249903,0,0
"30",0.00056340815,0.000783742284249903,0,0
"31",0.00056340815,0.000783742284249903,0,0
"32",0.00056340815,0.000783742284249903,0,0
"33",0.00056340815,0.000783742284249903,0,0
"34",0.0005539539,0.000770481159800631,0,0
"35",0.00027697695,0.00054618650915939,0,0
"36",0.00027697695,0.00054618650915939,0,0
"37",0.00027697695,0.00054618650915939,0,0
"38",0.00027697695,0.00054618650915939,0,0
"39",0.00027697695,0.00054618650915939,0,0
"40",0,0,0,0
"41",0,0,0,0
"42",0,0,0,0
"43",0,0,0,0
"44",0,0,0,0
"45",0,0,0,0
"46",0,0,0,0
"47",0,0,0,0
"48",0,0,0,0
"49",0,0,0,0
"50",0,0,0,0
