"","pre_value","pre_value.sd","ego","ego.sd"
"1",0.11735315835,0.00183114761010561,0.11735315835,0.00183114761010561
"2",0.45512788735,0.0832295063451461,0.18260373945,0.024050965627026
"3",0.40750857535,0.0820012170952263,0.16507500255,0.0280378596548341
"4",0.35774272215,0.0740806617810454,0.1334277757,0.0246119967528191
"5",0.3525935529,0.0784111615513704,0.1373246511,0.0284138462590269
"6",0.33572069045,0.0850109610049501,0.10288167495,0.0263115564636115
"7",0.2404944536,0.0621264321542085,0.07793849145,0.0234486725202784
"8",0.2028017055,0.0563507096310601,0.0605028842,0.0198219677105737
"9",0.15035444255,0.0521443967929205,0.07194573225,0.0285962558457203
"10",0.15281575705,0.0559029818644454,0.04371266705,0.0173975589456477
"11",0.1306305573,0.0544507628678416,0.03034182585,0.015115918589066
"12",0.1008922836,0.0384077685349614,0.03055258045,0.0223693786485259
"13",0.0988407202,0.0544602673734956,0.031215174,0.0281978270825305
"14",0.06941061795,0.0366235406901158,0.0074279416,0.00600232949125641
"15",0.0488131714,0.0272307224989723,0.0087675663,0.010348635179584
"16",0.0483206884,0.0274243590757373,0.00398817375,0.00439798511362452
"17",0.049058584,0.0294918174383041,0.0023871167,0.00274512445198794
"18",0.04783268245,0.0302928943937071,0.0018829256,0.00262597218551668
"19",0.0264670575,0.0213469323551943,0.00163195245,0.00263187755419792
"20",0.03079713505,0.0290911097722361,0.0005377366,0.00106039320745369
"21",0.01522726805,0.0180294970306234,0.0007968501,0.00157135376948266
"22",0.01640876125,0.0161098804657232,0.000938235,0.00185015864829604
"23",0.0279834241,0.0374064231769632,0,0
"24",0.0149964784,0.0166968249252445,0,0
"25",0.014251887,0.0156580455354042,0,0
"26",0.01481167085,0.0160954789525779,0,0
"27",0.02293041725,0.0302080926634311,0,0
"28",0.009188699,0.0137686372532704,0,0
"29",0.0034243876,0.00490532865519487,0,0
"30",0.00153253,0.00215221082941789,0,0
"31",0.0121077029,0.0220158887637925,0,0
"32",0.00199881825,0.00278027415652015,0,0
"33",0.0030471138,0.00484589412930393,0,0
"34",0.0018012242,0.00305226953282294,0,0
"35",0.0062233286,0.0122721335597991,0,0
"36",0.00074201055,0.00146321255997634,0,0
"37",0.0060134808,0.0118583228172923,0,0
"38",0.00128328,0.00253057239410739,0,0
"39",0.00154478075,0.00304624050939663,0,0
"40",0,0,0,0
"41",0,0,0,0
"42",0,0,0,0
"43",0,0,0,0
"44",0,0,0,0
"45",0,0,0,0
"46",0,0,0,0
"47",0,0,0,0
"48",0,0,0,0
"49",0,0,0,0
"50",0,0,0,0
