"","iter_mean_w","V1"
"1",0,50
"2",0,50
"3",0,3
"4",0,50
"5",0,50
"6",0,50
"7",0,12
"8",0,2
"9",0,50
"10",0,16
"11",0,0
"12",0,2
"13",0,50
"14",0,50
"15",0,50
"16",0,50
"17",0,50
"18",0,3
"19",0,50
"20",0,50
"21",0,0
"22",0,50
"23",0,2
"24",0,8
"25",0,6
"26",0,50
"27",0,50
"28",0,50
"29",0,50
"30",0,1
"31",0,50
"32",0,50
"33",0,50
"34",0,4
"35",0,50
"36",0,7
"37",0,5
"38",0,50
"39",0,50
"40",0,50
"41",0,50
"42",0,50
"43",0,50
"44",0,0
"45",0,50
"46",0,41
"47",0,50
"48",0,50
"49",0,50
"50",0,50
"51",0,50
"52",0,50
"53",0,50
"54",0,21
"55",0,50
"56",0,50
"57",0,0
"58",0,50
"59",0,50
"60",0,50
"61",0,29
"62",0,50
"63",0,50
"64",0,12
"65",0,0
"66",0,3
"67",0,50
"68",0,5
"69",0,20
"70",0,50
"71",0,50
"72",0,50
"73",0,5
"74",0,50
"75",0,0
"76",0,50
"77",0,50
"78",0,50
"79",0,0
"80",0,50
"81",0,3
"82",0,10
"83",0,50
"84",0,1
"85",0,45
"86",0,50
"87",0,3
"88",0,50
"89",0,50
"90",0,50
"91",0,50
"92",0,50
"93",0,50
"94",0,50
"95",0,50
"96",0,50
"97",0,11
"98",0,0
"99",0,50
"100",0,50
"101",0,5
"102",0,0
"103",0,25
"104",0,50
"105",0,50
"106",0,50
"107",0,0
"108",0,50
"109",0,0
"110",0,5
"111",0,50
"112",0,2
"113",0,50
"114",0,50
"115",0,50
"116",0,3
"117",0,8
"118",0,7
"119",0,20
"120",0,50
"121",0,50
"122",0,12
"123",0,50
"124",0,27
"125",0,50
"126",0,50
"127",0,0
"128",0,0
"129",0,0
"130",0,14
"131",0,50
"132",0,5
"133",0,50
"134",0,50
"135",0,0
"136",0,50
"137",0,18
"138",0,50
"139",0,50
"140",0,50
"141",0,50
"142",0,9
"143",0,50
"144",0,10
"145",0,11
"146",0,0
"147",0,50
"148",0,0
"149",0,0
"150",0,0
"151",0,1
"152",0,50
"153",0,50
"154",0,50
"155",0,50
"156",0,0
"157",0,2
"158",0,50
"159",0,50
"160",0,8
"161",0,21
"162",0,50
"163",0,50
"164",0,50
"165",0,50
"166",0,50
"167",0,50
"168",0,50
"169",0,50
"170",0,50
"171",0,50
"172",0,12
"173",0,2
"174",0,0
"175",0,0
"176",0,3
"177",0,11
"178",0,50
"179",0,50
"180",0,5
"181",0,50
"182",0,50
"183",0,50
"184",0,44
"185",0,50
"186",0,50
"187",0,50
"188",0,30
"189",0,12
"190",0,50
"191",0,50
"192",0,50
"193",0,50
"194",0,50
"195",0,0
"196",0,50
"197",0,50
"198",0,50
"199",0,50
"200",0,39
