"","TS","TS.sd","pre_value","pre_value.sd","Tego","Tego.sd"
"1",0.150223427483171,0.0139499587905242,NA,NA,NA,NA
"2",0.136207013277926,0.0130571028009367,NA,NA,NA,NA
"3",0.121899351340716,0.0126977777935348,NA,NA,NA,NA
"4",0.108835264214671,0.0117175468726753,NA,NA,NA,NA
"5",0.103020420847301,0.0110982311535134,NA,NA,NA,NA
"6",0.099807448319434,0.0112894667314436,NA,NA,NA,NA
"7",0.0965029820794475,0.0111772453351138,NA,NA,NA,NA
"8",0.0943719524114056,0.0110134836938097,NA,NA,NA,NA
"9",0.0919440526757339,0.0110178382227729,NA,NA,NA,NA
"10",0.0910944604249185,0.0110032308535343,NA,NA,NA,NA
"11",0.0889204224796961,0.0109578244451235,NA,NA,NA,NA
"12",0.0868533714680039,0.0108265718299416,NA,NA,NA,NA
"13",0.084256351580496,0.0108725139664421,NA,NA,NA,NA
"14",0.0836728454005033,0.0108366036986309,NA,NA,NA,NA
"15",0.0832809040877116,0.0108550827490733,NA,NA,NA,NA
"16",0.0829448060036148,0.0108191258677583,NA,NA,NA,NA
"17",0.0826906414179496,0.0108157966962152,NA,NA,NA,NA
"18",0.0821351675117495,0.010810535287028,NA,NA,NA,NA
"19",0.0815494791380841,0.0108068782189116,NA,NA,NA,NA
"20",0.0812881166138053,0.0107999416536588,NA,NA,NA,NA
"21",0.0806300819887023,0.0108504450866011,NA,NA,NA,NA
"22",0.08031561933742,0.0108815142030677,NA,NA,NA,NA
"23",0.0802489301664641,0.0108669193149862,NA,NA,NA,NA
"24",0.0801520752063326,0.0108469891801893,NA,NA,NA,NA
"25",0.0797831640734717,0.0108428548609994,NA,NA,NA,NA
"26",0.0793514316176472,0.0108613565332058,NA,NA,NA,NA
"27",0.079347025366259,0.0108604915763301,NA,NA,NA,NA
"28",0.078973341813251,0.0108686714098998,NA,NA,NA,NA
"29",0.078792974040678,0.0108784746408881,NA,NA,NA,NA
"30",0.0786298060532742,0.0108915033320203,NA,NA,NA,NA
"31",0.0784679448329115,0.0109048443035742,NA,NA,NA,NA
"32",0.0784535399023722,0.0109013847874128,NA,NA,NA,NA
"33",0.0779945729286367,0.0108461252988394,NA,NA,NA,NA
"34",0.0778608112663512,0.0108414042157544,NA,NA,NA,NA
"35",0.0778495569337823,0.0108387908796553,NA,NA,NA,NA
"36",0.0777936217871446,0.0108370433678627,NA,NA,NA,NA
"37",0.0777838212045083,0.0108348399613978,NA,NA,NA,NA
"38",0.0775959601862521,0.0108425905368846,NA,NA,NA,NA
"39",0.0775875722839944,0.0108407577336367,NA,NA,NA,NA
"40",0.0773479426288079,0.0108502983490921,NA,NA,NA,NA
"41",0.0773409238357781,0.0108488016285616,NA,NA,NA,NA
"42",0.0770172650662226,0.010870084853393,NA,NA,NA,NA
"43",0.0770115697463309,0.0108688952291586,NA,NA,NA,NA
"44",0.0770065185118014,0.0108678497424465,NA,NA,NA,NA
"45",0.0768000447678844,0.01088752229637,NA,NA,NA,NA
"46",0.0765945689724249,0.0109071913139092,NA,NA,NA,NA
"47",0.0764108282671645,0.010904336488714,NA,NA,NA,NA
"48",0.0764082318213598,0.0109038122321566,NA,NA,NA,NA
"49",0.0764050651269175,0.0109031755787748,NA,NA,NA,NA
"50",0.0764019874454464,0.0109025586291201,NA,NA,NA,NA
