"","iter_mean_w","V1"
"1",0,15
"2",0,15
"3",0,4
"4",0,24
"5",0,19
"6",0,27
"7",0,5
"8",0,19
"9",0,28
"10",0,12
"11",0,28
"12",0,12
"13",0,9
"14",0,12
"15",0,17
"16",0,13
"17",0,18
"18",0,30
"19",0,6
"20",0,36
"21",0,21
"22",0,3
"23",0,13
"24",0,5
"25",0,12
"26",0,13
"27",0,16
"28",0,28
"29",0,20
"30",0,27
"31",0,11
"32",0,22
"33",0,9
"34",0,9
"35",0,9
"36",0,26
"37",0,28
"38",0,9
"39",0,18
"40",0,30
"41",0,23
"42",0,16
"43",0,4
"44",0,17
"45",0,12
"46",0,6
"47",0,24
"48",0,21
"49",0,18
"50",0,9
"51",0,39
"52",0,20
"53",0,3
"54",0,15
"55",0,13
"56",0,4
"57",0,15
"58",0,6
"59",0,18
"60",0,20
"61",0,11
"62",0,30
"63",0,10
"64",0,15
"65",0,20
"66",0,27
"67",0,1
"68",0,14
"69",0,14
"70",0,22
"71",0,17
"72",0,22
"73",0,40
"74",0,26
"75",0,13
"76",0,17
"77",0,17
"78",0,19
"79",0,8
"80",0,27
"81",0,6
"82",0,14
"83",0,25
"84",0,33
"85",0,14
"86",0,14
"87",0,43
"88",0,28
"89",0,29
"90",0,2
"91",0,8
"92",0,30
"93",0,13
"94",0,15
"95",0,17
"96",0,28
"97",0,32
"98",0,44
"99",0,13
"100",0,10
"101",0,14
"102",0,24
"103",0,18
"104",0,30
"105",0,8
"106",0,27
"107",0,47
"108",0,18
"109",0,28
"110",0,22
"111",0,8
"112",0,12
"113",0,13
"114",0,10
"115",0,32
"116",0,30
"117",0,24
"118",0,19
"119",0,27
"120",0,22
"121",0,19
"122",0,26
"123",0,25
"124",0,18
"125",0,14
"126",0,8
"127",0,9
"128",0,45
"129",0,4
"130",0,24
"131",0,13
"132",0,20
"133",0,27
"134",0,7
"135",0,17
"136",0,13
"137",0,19
"138",0,11
"139",0,11
"140",0,26
"141",0,17
"142",0,15
"143",0,2
"144",0,6
"145",0,13
"146",0,22
"147",0,19
"148",0,24
"149",0,13
"150",0,22
"151",0,20
"152",0,20
"153",0,50
"154",0,5
"155",0,9
"156",0,21
"157",0,24
"158",0,2
"159",0,5
"160",0,18
"161",0,11
"162",0,19
"163",0,46
"164",0,15
"165",0,21
"166",0,17
"167",0,21
"168",0,11
"169",0,14
"170",0,24
"171",0,25
"172",0,23
"173",0,12
"174",0,22
"175",0,32
"176",0,28
"177",0,14
"178",0,13
"179",0,7
"180",0,30
"181",0,17
"182",0,4
"183",0,41
"184",0,32
"185",0,37
"186",0,24
"187",0,20
"188",0,8
"189",0,27
"190",0,13
"191",0,26
"192",0,30
"193",0,32
"194",0,17
"195",0,10
"196",0,30
"197",0,12
"198",0,15
"199",0,8
"200",0,13
