"","pre_value","pre_value.sd","ego","ego.sd"
"1",0.1952952707,0.0151156528860866,0.1952952707,0.0151156528860866
"2",0.6789325773,0.0844003064081612,0.404382174,0.0449284497924223
"3",0.5627284313,0.0765042116447885,0.41191365605,0.0487704907388671
"4",0.56177325565,0.0860263573085466,0.370210564,0.0457207249380502
"5",0.5056056243,0.0730530748112006,0.36764269155,0.0530535145559865
"6",0.4853875445,0.0786521732837678,0.33805032375,0.0528538386420636
"7",0.4663451916,0.0706839260279737,0.2845034375,0.0474622759784134
"8",0.4944223049,0.0883912014077127,0.2460841947,0.0460099293839685
"9",0.4342537893,0.0835459571172618,0.27195530525,0.051691567809827
"10",0.41916793195,0.0797318149815973,0.24831495,0.0553619243069311
"11",0.41345859515,0.0788992924443447,0.1935376794,0.0453534950769136
"12",0.4094861923,0.0816005110428539,0.2056725656,0.0452462271252011
"13",0.3951215568,0.081131938843589,0.1839012432,0.0481682550531392
"14",0.36476463465,0.0774294586852892,0.14906026335,0.0404050568881271
"15",0.33779393965,0.0777826112891403,0.15088415125,0.0421463035237424
"16",0.26545819365,0.0688743578857871,0.12092878915,0.0360202877845023
"17",0.25037624425,0.0643509797938527,0.11993497985,0.0406479445589664
"18",0.21495610525,0.0523783684840186,0.10722255815,0.0407996228978639
"19",0.27107426105,0.0758479757669356,0.0775229948,0.027342837318006
"20",0.19761689275,0.0610624160105186,0.05956456115,0.0230834970016481
"21",0.1672806416,0.0513402722908012,0.0849151502,0.0351090152428052
"22",0.1798926533,0.0606809101976414,0.03577277175,0.0174381931288022
"23",0.14758478485,0.0523356790377034,0.04587424445,0.0264770764108858
"24",0.1749352955,0.0663433759770114,0.03047123045,0.0175643877851956
"25",0.13516227745,0.0537137658270306,0.0404607782,0.0248739170488998
"26",0.13838285715,0.0571890671413334,0.02942104795,0.0196121019099144
"27",0.1102292615,0.042641429257596,0.0279450177,0.0257424738542545
"28",0.1440115965,0.0578880792761644,0.03235833335,0.0253301410963996
"29",0.0979749201,0.0403950447847661,0.02457997715,0.0217156490677832
"30",0.08913134125,0.0446525512874673,0.0143606418,0.0143884185169992
"31",0.09532712505,0.0459003371489223,0.0114876285,0.0116240203149328
"32",0.0871441021,0.0384163779629659,0.0102619851,0.0103843030707562
"33",0.06362555185,0.0322130945435485,0.0065736676,0.00716061169645587
"34",0.05427810955,0.0318195278291672,0.0076412823,0.00858344362558035
"35",0.03289928255,0.0229767322464093,0.02241613945,0.0254845302843684
"36",0.02853206195,0.0195705540405886,0.0040501145,0.00475756727341769
"37",0.03059075045,0.0217800386825982,0.0058031363,0.00706407796386504
"38",0.03728109445,0.0332491627983731,0.00324776505,0.00384584292388371
"39",0.0155638902,0.0151675590343258,0.0065512174,0.0119003309643131
"40",0.0183301539,0.0146316033689572,0.00071116075,0.00140237809497748
"41",0.02618402015,0.0264992335542968,0.0011165208,0.0022017304983532
"42",0.0069482164,0.0058523655212394,0.0008726524,0.001720832611037
"43",0.0232577717,0.0311549670295446,0,0
"44",0.0064872845,0.00884032357361274,0,0
"45",0.006480506,0.00916742319410449,0,0
"46",0.0076818455,0.0120743828992716,0,0
"47",0.0132178717,0.0155501351977164,0,0
"48",0.00098522855,0.00194282788675616,0,0
"49",0,0,0,0
"50",0,0,0,0
