"","pre_value","pre_value.sd","ego","ego.sd"
"1",0.1220555633,0.00243006454286306,0.1220555633,0.00243006454286306
"2",0.1046026036,0.0058490819311859,0.09607473815,0.00584663290116194
"3",0.0899034933,0.00700722628114471,0.07329745835,0.00680707040882329
"4",0.0760977095,0.00773671150216898,0.0566477248,0.00686124518112081
"5",0.06726185575,0.00785175552461441,0.0426249621,0.00658944183004996
"6",0.0568008587,0.0076956235031739,0.03792796505,0.00645465904451335
"7",0.04870284645,0.00752976260012184,0.02923818745,0.00587080463755717
"8",0.04399511345,0.00741859062993053,0.0214912804,0.00502137016021702
"9",0.0403420607,0.00718322027711031,0.01638300205,0.00443298496217372
"10",0.03258057525,0.00676191932010777,0.01195247245,0.00387117425680989
"11",0.0245768507,0.00591487176276641,0.0101448706,0.00360629415601582
"12",0.0203086148,0.00549897999977617,0.00847839025,0.00317739025479037
"13",0.0186139531,0.00528401977701456,0.0067381154,0.00283829709375377
"14",0.01574615405,0.00487775356327853,0.00514790385,0.00253094692956698
"15",0.01398265595,0.00458091955614431,0.00437679715,0.00228654518708972
"16",0.01339883075,0.00441384275157603,0.002910698,0.00193434063895405
"17",0.00903103955,0.00361129438250516,0.00234728985,0.00178300487195768
"18",0.0052800899,0.00262465869145122,0.0018190075,0.00145356397774376
"19",0.00498420445,0.00257035532353329,0.0015325763,0.00134572336140002
"20",0.00416003665,0.00230288366261802,0.00117042315,0.00115027039650766
"21",0.00362230005,0.00206275643579226,0.00117042315,0.00115027039650766
"22",0.0033453231,0.00199821332098326,0.0008934462,0.00101709073101085
"23",0.00251439225,0.00178564958393473,0.00061646925,0.000861874084287695
"24",0.00169022445,0.0013437035007275,0.00061646925,0.000861874084287695
"25",0.00140379325,0.00122565109491073,0,0
"26",0.0011079078,0.00108410778216217,0,0
"27",0.0011079078,0.00108410778216217,0,0
"28",0.00083093085,0.000941256896102236,0,0
"29",0.0005539539,0.000770481159800631,0,0
"30",0.0005539539,0.000770481159800631,0,0
"31",0.0005539539,0.000770481159800631,0,0
"32",0.00027697695,0.00054618650915939,0,0
"33",0,0,0,0
"34",0,0,0,0
"35",0,0,0,0
"36",0,0,0,0
"37",0,0,0,0
"38",0,0,0,0
"39",0,0,0,0
"40",0,0,0,0
"41",0,0,0,0
"42",0,0,0,0
"43",0,0,0,0
"44",0,0,0,0
"45",0,0,0,0
"46",0,0,0,0
"47",0,0,0,0
"48",0,0,0,0
"49",0,0,0,0
"50",0,0,0,0
