"","pre_value","pre_value.sd","ego","ego.sd"
"1",0.1220555633,0.00243006454286306,0.1220555633,0.00243006454286306
"2",0.49923197555,0.0832225412509977,0.1979604405,0.0261894963118545
"3",0.47119440395,0.08279102547411,0.184748832,0.0301449505917424
"4",0.38307969715,0.0757451811188813,0.1470889176,0.0257642718107571
"5",0.287343414,0.0650006096914238,0.14427605165,0.0327764732404232
"6",0.2799594279,0.0756740469403997,0.14227645685,0.0360248338250829
"7",0.2367839266,0.0549915121801782,0.1114099573,0.0332416760670833
"8",0.2417525252,0.0727101297013253,0.0685241395,0.0211661822201568
"9",0.212388389,0.0621158645577143,0.06385149845,0.0220360349543749
"10",0.15014703485,0.0450787621103312,0.054240071,0.0226052188543621
"11",0.1662239605,0.0564812942795814,0.0505096988,0.0229177409380281
"12",0.1437116688,0.0546755241403344,0.057106323,0.0308677678051769
"13",0.1383257366,0.0562511135461774,0.0326461617,0.0180072403819807
"14",0.11422686035,0.0475845964622291,0.02533269165,0.0165991769800404
"15",0.1021839703,0.0536640701811217,0.0162225732,0.00968300527030446
"16",0.0740331048,0.0321076855978638,0.01239190975,0.00964538279952306
"17",0.054488414,0.0309549908183379,0.01079739955,0.0100799963232537
"18",0.04616867195,0.0332717994400908,0.00555323215,0.00474981634232221
"19",0.034472791,0.0237031702564356,0.01134225365,0.0138848755466553
"20",0.0433815135,0.0362786067340392,0.00364798575,0.00390152990604735
"21",0.03658644895,0.0326251648860975,0.00464640325,0.00462432282082468
"22",0.0236799209,0.0174042540073841,0.00348461145,0.00408183180584788
"23",0.0300340562,0.0368046822153552,0.00208775535,0.00319933686423348
"24",0.01601261255,0.016495075138479,0.00241533345,0.00341482931401451
"25",0.0079286059,0.00955073541488394,0,0
"26",0.0021330714,0.00232515917822827,0,0
"27",0.0076923595,0.00917647248414469,0,0
"28",0.00973371075,0.0123237906703543,0,0
"29",0.00498079305,0.00811099859027117,0,0
"30",0.00185853135,0.00263746664366193,0,0
"31",0.00754577045,0.0133931779664693,0,0
"32",0.0016562155,0.00326598499391619,0,0
"33",0,0,0,0
"34",0,0,0,0
"35",0,0,0,0
"36",0,0,0,0
"37",0,0,0,0
"38",0,0,0,0
"39",0,0,0,0
"40",0,0,0,0
"41",0,0,0,0
"42",0,0,0,0
"43",0,0,0,0
"44",0,0,0,0
"45",0,0,0,0
"46",0,0,0,0
"47",0,0,0,0
"48",0,0,0,0
"49",0,0,0,0
"50",0,0,0,0
