"","ego","ego.sd","PI","PI.sd","LCB","LCB.sd","EQI","EQI.sd"
"1",NA,NA,NA,NA,1.43552851632373,0.088861501963428,NA,NA
"2",NA,NA,NA,NA,23.2054135632515,4.03387403162805,NA,NA
"3",NA,NA,NA,NA,23.3154890759784,4.51951076371229,NA,NA
"4",NA,NA,NA,NA,24.571213741515,4.6123930128733,NA,NA
"5",NA,NA,NA,NA,28.2880676229586,6.45291355026665,NA,NA
"6",NA,NA,NA,NA,24.920130672294,5.55780234339502,NA,NA
"7",NA,NA,NA,NA,28.5901511154112,6.71166543615167,NA,NA
"8",NA,NA,NA,NA,23.0507317994978,5.2437645407536,NA,NA
"9",NA,NA,NA,NA,25.0779264099504,6.26289461148957,NA,NA
"10",NA,NA,NA,NA,19.8173334530939,4.85874117770076,NA,NA
"11",NA,NA,NA,NA,21.7274833316656,5.87816618560759,NA,NA
"12",NA,NA,NA,NA,24.5035633892644,5.96892639020724,NA,NA
"13",NA,NA,NA,NA,21.7310653699663,6.04104113184338,NA,NA
"14",NA,NA,NA,NA,24.3583371937382,5.59642099807704,NA,NA
"15",NA,NA,NA,NA,22.6273341811294,5.71560168264254,NA,NA
"16",NA,NA,NA,NA,21.2441246776509,5.57198500622843,NA,NA
"17",NA,NA,NA,NA,19.6130570167454,4.76129869740088,NA,NA
"18",NA,NA,NA,NA,24.5776726764011,5.84750544681657,NA,NA
"19",NA,NA,NA,NA,21.3822675893733,5.74247251205406,NA,NA
"20",NA,NA,NA,NA,19.9690611956913,5.40156434348713,NA,NA
"21",NA,NA,NA,NA,19.3071428831127,5.55932804246246,NA,NA
"22",NA,NA,NA,NA,17.3845496626383,4.94383249069786,NA,NA
"23",NA,NA,NA,NA,17.0232382803188,4.73016950759501,NA,NA
"24",NA,NA,NA,NA,20.4381174663652,5.97275351744213,NA,NA
"25",NA,NA,NA,NA,16.3750771544568,5.31077833372257,NA,NA
"26",NA,NA,NA,NA,16.4658246954173,4.83912714465323,NA,NA
"27",NA,NA,NA,NA,17.8062809805019,5.82876300774979,NA,NA
"28",NA,NA,NA,NA,19.7939032112939,6.09390412552576,NA,NA
"29",NA,NA,NA,NA,15.3880828041994,4.88613686313554,NA,NA
"30",NA,NA,NA,NA,14.6886567006957,4.48595215056313,NA,NA
"31",NA,NA,NA,NA,20.4453649711346,6.81010899015961,NA,NA
"32",NA,NA,NA,NA,18.8887826144798,6.09819453333636,NA,NA
"33",NA,NA,NA,NA,12.7511052007502,4.84635703044938,NA,NA
"34",NA,NA,NA,NA,10.927383422397,3.45582598091559,NA,NA
"35",NA,NA,NA,NA,14.9753338790134,4.3250343987468,NA,NA
"36",NA,NA,NA,NA,14.4863738263862,5.11424732220557,NA,NA
"37",NA,NA,NA,NA,17.1190416144061,5.23879093264027,NA,NA
"38",NA,NA,NA,NA,15.8832943474093,5.00527316342542,NA,NA
"39",NA,NA,NA,NA,21.7335219046528,7.51957680662523,NA,NA
"40",NA,NA,NA,NA,18.4326938682915,5.99554482031551,NA,NA
"41",NA,NA,NA,NA,16.5353225277122,4.6637978501087,NA,NA
"42",NA,NA,NA,NA,18.1676691008158,6.5764223969925,NA,NA
"43",NA,NA,NA,NA,13.073980934902,4.50087840280788,NA,NA
"44",NA,NA,NA,NA,16.8437921593144,5.92545499949076,NA,NA
"45",NA,NA,NA,NA,15.6822865172915,5.668616323203,NA,NA
"46",NA,NA,NA,NA,13.4563292354091,4.41785853268151,NA,NA
"47",NA,NA,NA,NA,17.170851442223,5.91195116423409,NA,NA
"48",NA,NA,NA,NA,12.2938628143589,4.38363294599923,NA,NA
"49",NA,NA,NA,NA,13.3151514752032,5.10353140112572,NA,NA
"50",NA,NA,NA,NA,11.999321324334,4.4269033596842,NA,NA
"51",NA,NA,NA,NA,14.9944755519164,5.92318247977411,NA,NA
"52",NA,NA,NA,NA,12.1023179001762,4.16338540178868,NA,NA
"53",NA,NA,NA,NA,17.0027780860009,6.68264978652408,NA,NA
"54",NA,NA,NA,NA,11.9014802898062,4.36758946358947,NA,NA
"55",NA,NA,NA,NA,12.2228383374919,5.11552301521814,NA,NA
"56",NA,NA,NA,NA,13.5828096323469,5.65254939539243,NA,NA
"57",NA,NA,NA,NA,11.9424275843313,5.45921954519601,NA,NA
"58",NA,NA,NA,NA,8.82455888777669,3.48593514412534,NA,NA
"59",NA,NA,NA,NA,13.8775402211249,5.90271748343144,NA,NA
"60",NA,NA,NA,NA,11.6457120227537,3.81285698399815,NA,NA
"61",NA,NA,NA,NA,11.2784367254893,4.95635570157195,NA,NA
"62",NA,NA,NA,NA,9.11537321869851,2.98510419303362,NA,NA
"63",NA,NA,NA,NA,10.3158436666619,4.06210109629286,NA,NA
"64",NA,NA,NA,NA,10.0543474759323,3.87134770192759,NA,NA
"65",NA,NA,NA,NA,12.3165155473541,4.59598615234478,NA,NA
"66",NA,NA,NA,NA,11.689264119977,5.15760254085389,NA,NA
"67",NA,NA,NA,NA,10.2905177421415,3.90612866084069,NA,NA
"68",NA,NA,NA,NA,14.2552529218779,4.82224971241925,NA,NA
"69",NA,NA,NA,NA,10.7710386799386,4.31592172277852,NA,NA
"70",NA,NA,NA,NA,8.35709347857265,3.28461448854476,NA,NA
"71",NA,NA,NA,NA,12.1309931498727,4.6825234679893,NA,NA
"72",NA,NA,NA,NA,13.7485690420246,5.34865595361466,NA,NA
"73",NA,NA,NA,NA,10.8841636679693,4.36189839654125,NA,NA
"74",NA,NA,NA,NA,11.8375737241734,4.41157274473244,NA,NA
"75",NA,NA,NA,NA,10.734908888857,4.4629727809332,NA,NA
"76",NA,NA,NA,NA,13.2945971327051,5.39711826419092,NA,NA
"77",NA,NA,NA,NA,12.2057645708014,4.73161946577465,NA,NA
"78",NA,NA,NA,NA,9.60534199059143,3.75893502068571,NA,NA
"79",NA,NA,NA,NA,8.67558950007926,3.69595435959836,NA,NA
"80",NA,NA,NA,NA,9.05500408293206,3.5914133410782,NA,NA
"81",NA,NA,NA,NA,11.0449738581169,4.72144754011335,NA,NA
"82",NA,NA,NA,NA,10.0712022603027,4.18386882892354,NA,NA
"83",NA,NA,NA,NA,9.74799769604331,4.516066157069,NA,NA
"84",NA,NA,NA,NA,8.72054755551866,3.78706953618958,NA,NA
"85",NA,NA,NA,NA,9.15747326243586,3.58748717911295,NA,NA
"86",NA,NA,NA,NA,7.40677305197143,3.34947106468933,NA,NA
"87",NA,NA,NA,NA,8.97423734551695,3.93406169596543,NA,NA
"88",NA,NA,NA,NA,9.10497395651546,3.96269025244636,NA,NA
"89",NA,NA,NA,NA,8.67921411078106,3.65832707717744,NA,NA
