"","x","mean","lower","upper"
"gp0.p[, 1]1",0,-0.932551164961229,-1.40880523176377,-0.456297098158691
"gp0.p[, 1]2",0.0050251256281407,-0.940743808871347,-1.41102092591314,-0.470466691829554
"gp0.p[, 1]3",0.0100502512562814,-0.948819836973203,-1.41297507930317,-0.484664594643233
"gp0.p[, 1]4",0.0150753768844221,-0.956767540257695,-1.41465520031791,-0.498879880197484
"gp0.p[, 1]5",0.0201005025125628,-0.964574784959844,-1.41604854577667,-0.513101024143014
"gp0.p[, 1]6",0.0251256281407035,-0.972229006920952,-1.41714212774939,-0.527315886092512
"gp0.p[, 1]7",0.0301507537688442,-0.979717206452624,-1.41792272135873,-0.541511691546514
"gp0.p[, 1]8",0.0351758793969849,-0.987025943759006,-1.4183768736297,-0.555675013888309
"gp0.p[, 1]9",0.0402010050251256,-0.994141334977824,-1.41849091345014,-0.569791756505504
"gp0.p[, 1]10",0.0452261306532663,-1.00104904890451,-1.41825096270773,-0.583847135101285
"gp0.p[, 1]11",0.050251256281407,-1.00773430446847,-1.41764294867212,-0.597825660264826
"gp0.p[, 1]12",0.0552763819095477,-1.01418186903497,-1.41665261769333,-0.611711120376605
"gp0.p[, 1]13",0.0603015075376884,-1.02037605761072,-1.41526555028984,-0.625486564931595
"gp0.p[, 1]14",0.0653266331658292,-1.02630073303703,-1.41346717770311,-0.639134288370937
"gp0.p[, 1]15",0.0703517587939698,-1.03193930725913,-1.41124279999729,-0.652635814520963
"gp0.p[, 1]16",0.0753768844221106,-1.03727474376648,-1.40857760578573,-0.665971881747241
"gp0.p[, 1]17",0.0804020100502513,-1.04228956130475,-1.40545669366848,-0.679122428941006
"gp0.p[, 1]18",0.085427135678392,-1.04696583896643,-1.40186509546731,-0.692066582465555
"gp0.p[, 1]19",0.0904522613065327,-1.05128522277423,-1.39778780134701,-0.704782644201447
"gp0.p[, 1]20",0.0954773869346734,-1.0552289338778,-1.39320978691431,-0.717248080841296
"gp0.p[, 1]21",0.100502512562814,-1.05877777849274,-1.38811604238749,-0.729439514597987
"gp0.p[, 1]22",0.105527638190955,-1.06191215971781,-1.38249160393151,-0.741332715504105
"gp0.p[, 1]23",0.110552763819095,-1.06461209137552,-1.37632158725546,-0.75290259549559
"gp0.p[, 1]24",0.115577889447236,-1.06685721402931,-1.3695912235697,-0.764123204488926
"gp0.p[, 1]25",0.120603015075377,-1.06862681334042,-1.36228589800185,-0.774967728678983
"gp0.p[, 1]26",0.125628140703518,-1.06989984093685,-1.35439119057008,-0.785408491303625
"gp0.p[, 1]27",0.130653266331658,-1.07065493797755,-1.345892919813,-0.795416956142098
"gp0.p[, 1]28",0.135678391959799,-1.07087046160544,-1.33677718917428,-0.8049637340366
"gp0.p[, 1]29",0.14070351758794,-1.0705245144946,-1.32703043623848,-0.81401859275072
"gp0.p[, 1]30",0.14572864321608,-1.06959497770887,-1.31663948491278,-0.822550470504969
"gp0.p[, 1]31",0.150753768844221,-1.06805954710185,-1.30559160064558,-0.830527493558122
"gp0.p[, 1]32",0.155778894472362,-1.06589577350151,-1.29387454876877,-0.837916998234261
"gp0.p[, 1]33",0.160804020100503,-1.06308110693697,-1.28147665604482,-0.844685557829109
"gp0.p[, 1]34",0.165829145728643,-1.05959294517937,-1.26838687549286,-0.850799014865891
"gp0.p[, 1]35",0.170854271356784,-1.0554086868849,-1.25459485455913,-0.856222519210667
"gp0.p[, 1]36",0.175879396984925,-1.05050578964377,-1.24009100668738,-0.860920572600151
"gp0.p[, 1]37",0.180904522613065,-1.04486183325679,-1.22486658633201,-0.864857080181563
"gp0.p[, 1]38",0.185929648241206,-1.03845458857884,-1.20891376744353,-0.867995409714154
"gp0.p[, 1]39",0.190954773869347,-1.03126209228797,-1.19222572544012,-0.870298459135813
"gp0.p[, 1]40",0.195979899497487,-1.02326272795862,-1.17479672266227,-0.871728733254957
"gp0.p[, 1]41",0.201005025125628,-1.01443531383878,-1.15662219729043,-0.872248430387127
"gp0.p[, 1]42",0.206030150753769,-1.00475919775296,-1.13769885568984,-0.87181953981607
"gp0.p[, 1]43",0.21105527638191,-0.994214359576089,-1.11802476813547,-0.870403951016714
"gp0.p[, 1]44",0.21608040201005,-0.982781521748164,-1.09759946786834,-0.867963575627986
"gp0.p[, 1]45",0.221105527638191,-0.97044226832495,-1.07642405345357,-0.864460483196327
"gp0.p[, 1]46",0.226130653266332,-0.957179173087321,-1.05450129446529,-0.859857051709355
"gp0.p[, 1]47",0.231155778894472,-0.942975937260146,-1.03183574064846,-0.854116133871834
"gp0.p[, 1]48",0.236180904522613,-0.927817537421447,-1.00843383495652,-0.847201239886379
"gp0.p[, 1]49",0.241206030150754,-0.91169038421398,-0.984304031345022,-0.839076737082937
"gp0.p[, 1]50",0.246231155778894,-0.894582492504482,-0.959456919120531,-0.829708065888433
"gp0.p[, 1]51",0.251256281407035,-0.876483663669975,-0.933905357405278,-0.819061969934673
"gp0.p[, 1]52",0.256281407035176,-0.857385680727602,-0.907664626734856,-0.807106734720347
"gp0.p[, 1]53",0.261306532663317,-0.837282517061761,-0.880752611797461,-0.793812422326061
"gp0.p[, 1]54",0.266331658291457,-0.816170559543059,-0.853190044125142,-0.779151074960975
"gp0.p[, 1]55",0.271356783919598,-0.79404884687535,-0.825000866722383,-0.763096827028316
"gp0.p[, 1]56",0.276381909547739,-0.770919324051259,-0.796212862579874,-0.745625785522643
"gp0.p[, 1]57",0.281407035175879,-0.746787113842973,-0.766858900138606,-0.72671532754734
"gp0.p[, 1]58",0.28643216080402,-0.721660806303861,-0.736979773798465,-0.706341838809256
"gp0.p[, 1]59",0.291457286432161,-0.695552767307131,-0.706631753985003,-0.684473780629259
"gp0.p[, 1]60",0.296482412060302,-0.668479467201668,-0.675910634357272,-0.661048300046064
"gp0.p[, 1]61",0.301507537688442,-0.64046183072125,-0.645044130609882,-0.635879530832618
"gp0.p[, 1]62",0.306532663316583,-0.611525609342021,-0.614682174469043,-0.608369044214999
"gp0.p[, 1]63",0.311557788944724,-0.581701776968639,-0.585341341891267,-0.578062212046012
"gp0.p[, 1]64",0.316582914572864,-0.551026940847859,-0.555869229073903,-0.546184652621815
"gp0.p[, 1]65",0.321608040201005,-0.519543753985143,-0.525452357693801,-0.513635150276486
"gp0.p[, 1]66",0.326633165829146,-0.487301345468074,-0.493922465890991,-0.480680225045158
"gp0.p[, 1]67",0.331658291457286,-0.454355779483235,-0.461299192697141,-0.44741236626933
"gp0.p[, 1]68",0.336683417085427,-0.420770544844739,-0.427665723451623,-0.413875366237855
"gp0.p[, 1]69",0.341708542713568,-0.386617076556743,-0.393138296605374,-0.380095856508113
"gp0.p[, 1]70",0.346733668341709,-0.351975311016828,-0.357856628677296,-0.34609399335636
"gp0.p[, 1]71",0.351758793969849,-0.316934276555162,-0.321980268824883,-0.31188828428544
"gp0.p[, 1]72",0.35678391959799,-0.281592721096641,-0.285687951383182,-0.2774974908101
"gp0.p[, 1]73",0.361809045226131,-0.246059778829103,-0.249181883914143,-0.242937673744064
"gp0.p[, 1]74",0.366834170854271,-0.210455677861733,-0.212706860668832,-0.208204495054633
"gp0.p[, 1]75",0.371859296482412,-0.174912413654022,-0.17660148829176,-0.173223339016283
"gp0.p[, 1]76",0.376884422110553,-0.139572441654721,-0.141251732781806,-0.137893150527635
"gp0.p[, 1]77",0.381909547738693,-0.104581935398097,-0.106697166292348,-0.102466704503846
"gp0.p[, 1]78",0.386934673366834,-0.0700818695942706,-0.0727599953578827,-0.0674037438306586
"gp0.p[, 1]79",0.391959798994975,-0.0362021451719216,-0.0393810666800168,-0.0330232236638264
"gp0.p[, 1]80",0.396984924623116,-0.00306040827010487,-0.00658050882131663,0.000459692281106892
"gp0.p[, 1]81",0.402010050251256,0.0292375844130071,0.0255893089937639,0.0328858598322502
"gp0.p[, 1]82",0.407035175879397,0.0605975890587832,0.0570469533145375,0.0641482248030289
"gp0.p[, 1]83",0.412060301507538,0.0909365463278428,0.0876567759734512,0.0942163166822344
