"","x","es","order.num"
"1",0.894472361809045,0.0916993073328833,179
"2",0.557788944723618,0.452744731268338,112
"3",0.924623115577889,0.082851315751613,185
"4",0.422110552763819,0.148325638974701,85
"5",1,0.0798371552575972,200
"6",0.306532663316583,-0.611529056604618,62
"7",0.366834170854271,-0.211162994536089,74
"8",0.371859296482412,-0.175053180921754,75
