"","iter_mean_w","V1"
"1",0,16
"2",0,12
"3",0,14
"4",0,14
"5",0,23
"6",0,30
"7",0,18
"8",0,5
"9",0,10
"10",0,6
"11",0,22
"12",0,32
"13",0,6
"14",0,14
"15",0,18
"16",0,21
"17",0,21
"18",0,29
"19",0,39
"20",0,19
"21",0,11
"22",0,33
"23",0,11
"24",0,19
"25",0,18
"26",0,31
"27",0,15
"28",0,25
"29",0,38
"30",0,12
"31",0,31
"32",0,39
"33",0,36
"34",0,33
"35",0,30
"36",0,39
"37",0,39
"38",0,17
"39",0,3
"40",0,15
"41",0,27
"42",0,42
"43",0,25
"44",0,28
"45",0,26
"46",0,18
"47",0,19
"48",0,11
"49",0,36
"50",0,33
"51",0,18
"52",0,6
"53",0,50
"54",0,15
"55",0,7
"56",0,10
"57",0,12
"58",0,5
"59",0,5
"60",0,33
"61",0,25
"62",0,24
"63",0,19
"64",0,6
"65",0,9
"66",0,17
"67",0,32
"68",0,20
"69",0,20
"70",0,22
"71",0,33
"72",0,21
"73",0,10
"74",0,20
"75",0,36
"76",0,38
"77",0,11
"78",0,19
"79",0,27
"80",0,9
"81",0,30
"82",0,12
"83",0,14
"84",0,5
"85",0,44
"86",0,4
"87",0,39
"88",0,16
"89",0,15
"90",0,26
"91",0,35
"92",0,17
"93",0,27
"94",0,25
"95",0,41
"96",0,28
"97",0,18
"98",0,32
"99",0,22
"100",0,7
"101",0,17
"102",0,39
"103",0,10
"104",0,19
"105",0,8
"106",0,9
"107",0,40
"108",0,23
"109",0,16
"110",0,49
"111",0,9
"112",0,24
"113",0,6
"114",0,25
"115",0,22
"116",0,17
"117",0,36
"118",0,21
"119",0,31
"120",0,32
"121",0,11
"122",0,23
"123",0,9
"124",0,26
"125",0,22
"126",0,11
"127",0,27
"128",0,20
"129",0,29
"130",0,11
"131",0,9
"132",0,15
"133",0,41
"134",0,28
"135",0,8
"136",0,22
"137",0,39
"138",0,27
"139",0,23
"140",0,8
"141",0,21
"142",0,21
"143",0,22
"144",0,35
"145",0,18
"146",0,28
"147",0,35
"148",0,38
"149",0,39
"150",0,30
"151",0,18
"152",0,27
"153",0,24
"154",0,17
"155",0,30
"156",0,27
"157",0,16
"158",0,24
"159",0,18
"160",0,31
"161",0,25
"162",0,43
"163",0,4
"164",0,31
"165",0,4
"166",0,4
"167",0,7
"168",0,46
"169",0,27
"170",0,15
"171",0,35
"172",0,28
"173",0,11
"174",0,27
"175",0,28
"176",0,18
"177",0,21
"178",0,7
"179",0,21
"180",0,8
"181",0,7
"182",0,23
"183",0,23
"184",0,29
"185",0,34
"186",0,19
"187",0,35
"188",0,24
"189",0,23
"190",0,15
"191",0,29
"192",0,21
"193",0,12
"194",0,24
"195",0,35
"196",0,24
"197",0,20
"198",0,24
"199",0,10
"200",0,32
