"","iter_mean_w","V1"
"1",0,12
"2",0,16
"3",0,8
"4",0,10
"5",0,14
"6",0,18
"7",0,15
"8",0,21
"9",0,8
"10",0,2
"11",0,11
"12",0,25
"13",0,21
"14",0,16
"15",0,6
"16",0,20
"17",0,8
"18",0,18
"19",0,34
"20",0,20
"21",0,3
"22",0,6
"23",0,17
"24",0,17
"25",0,29
"26",0,14
"27",0,13
"28",0,29
"29",0,17
"30",0,14
"31",0,23
"32",0,6
"33",0,15
"34",0,12
"35",0,7
"36",0,10
"37",0,17
"38",0,27
"39",0,4
"40",0,17
"41",0,15
"42",0,14
"43",0,10
"44",0,16
"45",0,26
"46",0,16
"47",0,10
"48",0,31
"49",0,23
"50",0,7
"51",0,17
"52",0,8
"53",0,21
"54",0,8
"55",0,11
"56",0,9
"57",0,17
"58",0,15
"59",0,28
"60",0,11
"61",0,11
"62",0,18
"63",0,35
"64",0,13
"65",0,15
"66",0,17
"67",0,11
"68",0,1
"69",0,12
"70",0,19
"71",0,9
"72",0,9
"73",0,20
"74",0,27
"75",0,28
"76",0,11
"77",0,29
"78",0,15
"79",0,20
"80",0,19
"81",0,17
"82",0,13
"83",0,40
"84",0,13
"85",0,20
"86",0,24
"87",0,31
"88",0,18
"89",0,11
"90",0,13
"91",0,8
"92",0,12
"93",0,9
"94",0,17
"95",0,27
"96",0,26
"97",0,16
"98",0,11
"99",0,28
"100",0,22
"101",0,11
"102",0,11
"103",0,14
"104",0,15
"105",0,24
"106",0,9
"107",0,6
"108",0,27
"109",0,27
"110",0,11
"111",0,16
"112",0,10
"113",0,20
"114",0,16
"115",0,11
"116",0,16
"117",0,16
"118",0,11
"119",0,6
"120",0,20
"121",0,10
"122",0,8
"123",0,10
"124",0,10
"125",0,8
"126",0,10
"127",0,13
"128",0,19
"129",0,27
"130",0,16
"131",0,35
"132",0,19
"133",0,6
"134",0,29
"135",0,7
"136",0,38
"137",0,15
"138",0,29
"139",0,30
"140",0,15
"141",0,8
"142",0,16
"143",0,15
"144",0,14
"145",0,23
"146",0,8
"147",0,20
"148",0,19
"149",0,22
"150",0,30
"151",0,11
"152",0,19
"153",0,14
"154",0,14
"155",0,12
"156",0,19
"157",0,29
"158",0,13
"159",0,21
"160",0,13
"161",0,12
"162",0,26
"163",0,10
"164",0,9
"165",0,25
"166",0,10
"167",0,12
"168",0,35
"169",0,6
"170",0,22
"171",0,43
"172",0,20
"173",0,13
"174",0,12
"175",0,31
"176",0,10
"177",0,6
"178",0,12
"179",0,11
"180",0,14
"181",0,42
"182",0,9
"183",0,33
"184",0,27
"185",0,18
"186",0,8
"187",0,6
"188",0,22
"189",0,13
"190",0,16
"191",0,16
"192",0,10
"193",0,9
"194",0,21
"195",0,14
"196",0,11
"197",0,13
"198",0,9
"199",0,16
"200",0,20
