"","ego","ego.sd","pre_value","pre_value.sd","Tego","Tego.sd"
"1",NA,NA,0.150223427483171,0.0139499587905242,0.150223427483171,0.0139499587905242
"2",NA,NA,0.281754509165379,0.0285665697744151,0.223861659675125,0.0280798430429119
"3",NA,NA,0.172632244937837,0.0261348327599638,0.129562012149707,0.0234145410774458
"4",NA,NA,0.0819664269529456,0.0186161772898811,0.0601435751197342,0.0166377882902771
"5",NA,NA,0.0391110933995407,0.0119100321179534,0.0317715131415724,0.0117582456145955
"6",NA,NA,0.0236242796357783,0.00869348174867811,0.0242573398838298,0.0101836752614935
"7",NA,NA,0.0235043362489893,0.00869296908318313,0.0246229300468981,0.0105703550349251
"8",NA,NA,0.0235055742252054,0.00869342910838071,0.0199672542862855,0.0093001128530808
"9",NA,NA,0.0235198061203723,0.00869869702442471,0.0171575197477554,0.0075383468507266
"10",NA,NA,0.0235422047223712,0.00870698698351017,0.0169638606045048,0.00754045290837923
"11",NA,NA,0.0235673936574493,0.00871630364465574,0.0184861585598386,0.00872836238982014
"12",NA,NA,0.0235471497691688,0.00871000833176834,0.0192027927487982,0.00948906758912641
"13",NA,NA,0.0227472806346877,0.00861097587532272,0.0162003654735021,0.00736194149893677
"14",NA,NA,0.0234749309884432,0.00897037410071303,0.0161346250327708,0.00740001727261561
"15",NA,NA,0.0229511938179217,0.00909335169730436,0.0178564858019693,0.00869156528097986
"16",NA,NA,0.0211352702193063,0.00840388674957592,0.0245202113729766,0.012854568663948
"17",NA,NA,0.0212598573992611,0.00845345721396755,0.0276161998383187,0.0140829343139701
"18",NA,NA,0.0214057630435099,0.00851148899169676,0.0212813701173647,0.0110403627357433
"19",NA,NA,0.0215548705207146,0.00857079939288944,0.0281183197740757,0.0153714323578838
"20",NA,NA,0.0217355991005437,0.00864273462419297,0.025617944369046,0.0144425002674913
"21",NA,NA,0.0219251358220855,0.0087181596548407,0.0178282056529098,0.0113107929784247
"22",NA,NA,0.0221398397333515,0.00880355586101128,0.0121659728053928,0.00915610352635976
"23",NA,NA,0.0223533792783598,0.00888850590440221,0.00449833161802182,0.00375398409734837
"24",NA,NA,0.0225932905073563,0.00898392508587296,0.00278557343993139,0.00510814756043235
"25",NA,NA,0.0228394793245171,0.00908186034152643,0.00215419249943892,0.00424797399684663
"26",NA,NA,0.0231394445183632,0.00920121906224952,0.00175484559373242,0.003460479252712
"27",NA,NA,0.0234334258229173,0.00931812634513505,0.000537410220880309,0.0010597496020127
"28",NA,NA,0.02375990293586,0.00944797253419125,0,0
"29",NA,NA,0.0240770359394567,0.009574124144432,0,0
"30",NA,NA,0.0244262884166922,0.00971298258115499,0,0
"31",NA,NA,0.0247943285007352,0.00985929680311779,0,0
"32",NA,NA,0.0251646955537412,0.0100066081147735,0,0
"33",NA,NA,0.0255525582251848,0.0101608771712646,0,0
"34",NA,NA,0.0259580214399964,0.0103221455391229,0,0
"35",NA,NA,0.0263811725786667,0.0104904478006059,0,0
"36",NA,NA,0.0268633388190463,0.0106822700914512,0,0
"37",NA,NA,0.0273665526080804,0.0108824570475768,0,0
"38",NA,NA,0.0292011147377119,0.0119084519942947,0,0
"39",NA,NA,0.0272360306670627,0.0110529620071471,0,0
"40",NA,NA,0.0275816187580091,0.0112575184010387,0,0
"41",NA,NA,0.0280917404442137,0.0114657541182361,0,0
"42",NA,NA,0.0286187283618235,0.0116808727439262,0,0
"43",NA,NA,0.0291624749266196,0.0119028301817514,0,0
"44",NA,NA,0.0297777414189612,0.0121541833536548,0,0
"45",NA,NA,0.0304125528741169,0.0124134786981873,0,0
"46",NA,NA,0.0322975908880994,0.0134075437373214,0,0
"47",NA,NA,0.0302836759001945,0.0126360705566005,0,0
"48",NA,NA,0.0316990757585529,0.013426429309386,0,0
"49",NA,NA,0.0299508603409818,0.0128569380207079,0,0
"50",NA,NA,0.0304598916061404,0.0131299898613933,0,0
