"","ego","ego.sd","PI","PI.sd","LCB","LCB.sd","EQI","EQI.sd"
"1",0.150223427483171,0.0139499587905242,0.150223427483171,0.0139499587905242,0.150223427483171,0.0139499587905242,0.150223427483171,0.0139499587905242
"2",0.250603440686046,0.0230441402993422,0.196508013519135,0.0198408049558093,0.267608649834996,0.0238985748356255,0.244858221114742,0.0230757668862805
"3",0.165905154133516,0.0139807757557909,0.130896549852015,0.0131532905178212,0.248439855362171,0.0218751719082694,0.15413132061355,0.0146726187252778
"4",0.149009781504908,0.0152722817426101,0.111040033452163,0.0120783394144513,0.285649166302782,0.024606418760686,0.142588719196121,0.015794696187675
"5",0.14508411037051,0.0180120664404401,0.101529072826235,0.0124457425544077,0.304031033019275,0.0253170922513105,0.132864185489009,0.018121653340728
"6",0.145102698307958,0.0191880172380271,0.0953670718970786,0.0127364670126146,0.261160724858207,0.0262538637485468,0.133471714300771,0.0193480992579149
"7",0.127128335643164,0.0176538103619537,0.0928976866710659,0.0135084152133623,0.235574024917696,0.0276467190516032,0.119389690029097,0.0179128938504272
"8",0.114876470677082,0.0162619323544161,0.0865811037343353,0.012896247089733,0.202888201682335,0.0267767032472486,0.102754099867796,0.015206414592791
"9",0.103283322202149,0.0151679358981098,0.0845075626249313,0.0129621948381909,0.224982137297473,0.0285581824221157,0.10387494531734,0.0163803427773624
"10",0.0937107214521099,0.0142462367179168,0.0842487721569896,0.0131865685108957,0.223865917582698,0.0297612371262923,0.0903264075251631,0.0141130636244097
"11",0.0896190421834475,0.0141272322244717,0.0825422881728366,0.0136083530750149,0.188420856663091,0.0265160029224013,0.0866157935440226,0.0143680075475816
"12",0.0814448643718281,0.014642741712633,0.0799225744312372,0.0132010959101147,0.194821275099929,0.0278964812192282,0.0782582945020989,0.0132507535049205
"13",0.0782871434083078,0.014005208151327,0.0816857799416207,0.0141080904655159,0.185199692289638,0.0275543247242731,0.0745337253042019,0.01339238077038
