"","V1"
"1",0.192632342161416
"2",0.415839179827147
"3",0.189086610568545
"4",0.25110362442567
"5",0.187883713263639
"6",0.187952040326381
"7",0.188418042751623
"8",0.188063645367082
"9",0
"10",0
"11",0
