"","iter_mean_w","V1","V1"
"1",0,26,2
"2",0,13,2
"3",0,17,3
"4",0,9,4
"5",0,1,3
"6",0,10,4
"7",0,11,2
"8",0,7,8
"9",0,9,3
"10",0,9,4
"11",0,1,10
"12",0,16,3
"13",0,4,1
"14",0,8,7
"15",0,4,10
"16",0,12,7
"17",0,11,24
"18",0,2,8
"19",0,5,7
"20",0,11,14
"21",0,4,3
"22",0,2,2
"23",0,27,10
"24",0,30,8
"25",0,28,12
"26",0,9,19
"27",0,5,6
"28",0,19,6
"29",0,24,6
"30",0,7,7
"31",0,9,12
"32",0,4,11
"33",0,2,2
"34",0,37,43
"35",0,1,5
"36",0,18,21
"37",0,14,10
"38",0,12,9
"39",0,29,8
"40",0,31,13
"41",0,18,6
"42",0,24,15
"43",0,2,9
"44",0,4,23
"45",0,8,6
"46",0,2,4
"47",0,12,7
"48",0,3,6
"49",0,14,12
"50",0,37,3
"51",0,4,7
"52",0,14,14
"53",0,33,5
"54",0,23,12
"55",0,9,6
"56",0,17,4
"57",0,18,11
"58",0,4,7
"59",0,11,20
"60",0,1,10
"61",0,15,10
"62",0,22,6
"63",0,15,11
"64",0,14,6
"65",0,8,13
"66",0,6,2
"67",0,8,18
"68",0,2,3
"69",0,6,4
"70",0,12,12
"71",0,10,6
"72",0,27,25
"73",0,18,4
"74",0,29,12
"75",0,13,22
"76",0,24,4
"77",0,5,3
"78",0,22,5
"79",0,21,24
"80",0,10,10
"81",0,4,2
"82",0,17,14
"83",0,10,9
"84",0,4,1
"85",0,15,7
"86",0,5,8
"87",0,9,15
"88",0,12,4
"89",0,29,3
"90",0,13,48
"91",0,3,11
"92",0,14,11
"93",0,15,8
"94",0,15,2
"95",0,26,9
"96",0,22,1
"97",0,4,3
"98",0,2,2
"99",0,24,6
"100",0,1,6
"101",0,4,7
"102",0,17,1
"103",0,5,2
"104",0,11,8
"105",0,9,3
"106",0,9,9
"107",0,20,17
"108",0,6,8
"109",0,1,1
"110",0,18,5
"111",0,5,9
"112",0,7,4
"113",0,8,3
"114",0,4,1
"115",0,4,2
"116",0,6,2
"117",0,2,6
"118",0,15,8
"119",0,1,1
"120",0,10,7
"121",0,1,1
"122",0,4,1
"123",0,20,6
"124",0,7,4
"125",0,2,15
"126",0,4,13
"127",0,2,5
"128",0,6,1
"129",0,2,5
"130",0,11,6
"131",0,13,5
"132",0,14,12
"133",0,16,7
"134",0,12,6
"135",0,4,1
"136",0,9,2
"137",0,30,16
"138",0,18,8
"139",0,17,6
"140",0,24,3
"141",0,2,2
"142",0,5,12
"143",0,4,7
"144",0,3,23
"145",0,15,16
"146",0,4,4
"147",0,34,22
"148",0,8,4
"149",0,15,21
"150",0,24,27
"151",0,3,6
"152",0,5,2
"153",0,10,1
"154",0,42,9
"155",0,1,1
"156",0,2,13
"157",0,10,16
"158",0,21,2
"159",0,6,1
"160",0,10,1
"161",0,8,8
"162",0,3,12
"163",0,6,17
"164",0,17,9
"165",0,9,9
"166",0,11,5
"167",0,7,6
"168",0,13,5
"169",0,17,14
"170",0,5,14
"171",0,16,5
"172",0,4,4
"173",0,9,20
"174",0,21,9
"175",0,16,6
"176",0,16,13
"177",0,6,6
"178",0,8,13
"179",0,1,7
"180",0,7,12
"181",0,15,4
"182",0,11,9
"183",0,11,10
"184",0,9,15
"185",0,2,10
"186",0,20,9
"187",0,31,13
"188",0,2,4
"189",0,4,7
"190",0,14,4
"191",0,10,11
"192",0,11,6
"193",0,24,13
"194",0,25,11
"195",0,12,6
"196",0,3,8
"197",0,4,5
"198",0,3,16
"199",0,15,16
"200",0,2,2
