"","Var1","Freq"
"1","0",1
"2","7.66193549992522e-05",1
"3","0.000741786555099821",1
"4","0.00202184365119962",1
"5","0.00261842940120083",1
"6","0.0031944686776999",1
"7","0.00509224558559929",1
"8","0.00512916403929964",1
"9","0.00762924816589994",1
"10","0.00825340794390073",1
"11","0.00868216119170029",1
"12","0.00997459528830014",1
"13","0.0101010833383004",1
"14","0.0107924864921998",1
"15","0.0126416468978992",1
"16","0.0129349839663995",1
"17","0.0160748458044999",1
"18","0.0165562915655002",1
"19","0.0175406858350993",1
"20","0.0197213356630002",1
"21","0.0197835869321992",1
"22","0.0218771329119001",1
"23","0.0219887449397991",1
"24","0.0269094254408007",1
"25","0.0270806051400001",1
"26","0.0280602255794999",1
"27","0.0323416188678998",1
"28","0.0344542084555002",1
"29","0.0384405063547995",1
"30","0.0389522280265009",1
"31","0.0394352681864003",1
"32","0.0395692700925991",1
"33","0.0401325748480001",1
"34","0.0405031939924996",1
"35","0.0429271565292009",1
"36","0.0431203471078003",1
"37","0.0446450388842994",1
"38","0.0461143945545004",1
"39","0.0489681557499004",1
"40","0.0502007381946008",1
"41","0.0542521648992",1
"42","0.0560653711764001",1
"43","0.0576880294829003",1
"44","0.0580024493501003",1
"45","0.0599488866381002",1
"46","0.0628347816816994",1
"47","0.0644457411891004",1
"48","0.0649673669042006",1
"49","0.0672435462231",1
"50","0.0740139135606004",1
"51","0.0751351391394",1
"52","0.0753904746568992",1
"53","0.0769169801698997",1
"54","0.0786058497102005",1
"55","0.0790370519813006",1
"56","0.0801136475825999",1
"57","0.0813299940628998",1
"58","0.0818424655158996",1
"59","0.0822745329076007",1
"60","0.0852881283132003",1
"61","0.0868647119011996",1
"62","0.0868802823950006",1
"63","0.0888055886887997",1
"64","0.0889954439959002",1
"65","0.0896899910126994",1
"66","0.0906665627948993",1
"67","0.0940068057622998",1
"68","0.0951528361668004",1
"69","0.0954049908970003",1
"70","0.0963405015865995",1
"71","0.0970063770242007",1
"72","0.0974337543428998",1
"73","0.0975151716717004",1
"74","0.0996903245784004",1
"75","0.0998118176232996",1
"76","0.102866559011799",1
"77","0.106116061271001",1
"78","0.1081629608673",1
"79","0.10987668317",1
"80","0.1104049599235",1
"81","0.110729951228199",1
"82","0.110780179356199",1
"83","0.112248002154899",1
"84","0.1136440849981",1
"85","0.114248180473201",1
"86","0.116446336989901",1
"87","0.118232147111099",1
"88","0.1187450416946",1
"89","0.1191078452139",1
"90","0.119885262193501",1
"91","0.121938345199499",1
"92","0.123537361010699",1
"93","0.1244087969104",1
"94","0.1259099352304",1
"95","0.128235987357799",1
"96","0.1316740224523",1
"97","0.1321041662528",1
"98","0.1331530827224",1
"99","0.1367004856024",1
"100","0.136931238820701",1
"101","0.1376639431271",1
"102","0.1423115092097",1
"103","0.1424942047552",1
"104","0.1430002105086",1
"105","0.143244598184101",1
"106","0.14412792668",1
"107","0.1462752612656",1
"108","0.147948283506899",1
"109","0.1480171742141",1
"110","0.1488146323768",1
"111","0.150600349727601",1
"112","0.1511235779465",1
"113","0.1540940578301",1
"114","0.154630649710601",1
"115","0.156628846496201",1
"116","0.157248728633901",1
"117","0.162467951550401",1
"118","0.162744453382301",1
"119","0.162764682261599",1
"120","0.1642373449535",1
"121","0.1646105003119",1
"122","0.1657313902829",1
"123","0.1698336953948",1
"124","0.1738170494401",1
"125","0.174756434039001",1
"126","0.1759008498556",1
"127","0.1773869113646",1
"128","0.177674512253899",1
"129","0.1789885455232",1
"130","0.180290245849299",1
"131","0.183023668177301",1
"132","0.183449737759201",1
"133","0.1847081501753",1
"134","0.1851580855894",1
"135","0.1866730210194",1
"136","0.1873550373284",1
"137","0.187507372170799",1
"138","0.189128507213599",1
"139","0.1914469631384",1
"140","0.1925178443724",1
"141","0.192810923471299",1
"142","0.1950285838123",1
"143","0.197453560265799",1
"144","0.198983106886001",1
"145","0.202974624335001",1
"146","0.2044295088902",1
"147","0.204586404785999",1
"148","0.206302633288001",1
"149","0.2071260916805",1
"150","0.207587021942199",1
"151","0.2079485567386",1
"152","0.208655644310801",1
"153","0.209843078936601",1
"154","0.210458222900501",1
"155","0.212927908529799",1
"156","0.214631813152099",1
"157","0.216132329008399",1
"158","0.216661692145101",1
"159","0.218550903628699",1
"160","0.218726293558801",1
"161","0.220981855110701",1
"162","0.221430456385001",1
"163","0.222231312940201",1
"164","0.2235713980313",1
"165","0.224042408199001",1
"166","0.2241187091988",1
"167","0.2243024271376",1
"168","0.2246352090571",1
"169","0.225701320031099",1
"170","0.2275160293825",1
"171","0.227891718207999",1
"172","0.230534983965001",1
"173","0.2311579034108",1
"174","0.232127907867101",1
"175","0.2358525271984",1
"176","0.237410281951099",1
"177","0.241564976334599",1
"178","0.244474051213199",1
"179","0.245814761164899",1
"180","0.251073083504499",1
"181","0.2510853253325",1
"182","0.2523790413358",1
"183","0.253092821320401",1
"184","0.256786693304401",1
"185","0.2584974464234",1
"186","0.2589684792884",1
"187","0.259253352590401",1
"188","0.2596723293235",1
"189","0.2610849891136",1
"190","0.2626199819042",1
"191","0.263525079849201",1
"192","0.263774752952401",1
"193","0.2664454836841",1
"194","0.269145124125099",1
"195","0.2697738698109",1
"196","0.2703829363453",1
"197","0.271545409282201",1
"198","0.272984589273401",1
"199","0.273012274720299",1
"200","0.2735820487509",1
"201","0.2754868174616",1
"202","0.2785391764853",1
"203","0.278844690975699",1
"204","0.2798516478111",1
"205","0.2817376108815",1
"206","0.282619024613",1
"207","0.286181746712099",1
"208","0.2866668143601",1
"209","0.289056091499999",1
"210","0.289246095656999",1
"211","0.292924003844901",1
"212","0.2929532313445",1
"213","0.2965521272197",1
"214","0.297744052590801",1
"215","0.2985646621828",1
"216","0.298671987779899",1
"217","0.2988987160278",1
"218","0.299090073329999",1
"219","0.2991690537265",1
"220","0.3017067077294",1
"221","0.302897111731699",1
"222","0.3031709940157",1
"223","0.304056703041301",1
"224","0.3043493196976",1
"225","0.3061771055341",1
"226","0.306564328651699",1
"227","0.3072651291941",1
"228","0.307755966139",1
"229","0.308246178626799",1
"230","0.3090027072656",1
"231","0.309594726777499",1
"232","0.311774739909099",1
"233","0.3128596627571",1
"234","0.312958558504301",1
"235","0.3151561134665",1
"236","0.3165052443536",1
"237","0.316713466513001",1
"238","0.3167273753741",1
"239","0.3178455763692",1
"240","0.319361086162299",1
"241","0.3208082201214",1
"242","0.3239400224309",1
"243","0.3249391388514",1
"244","0.326358063275899",1
"245","0.3267105760694",1
"246","0.3279125243411",1
"247","0.329164776723299",1
"248","0.3298605250131",1
"249","0.3303197634171",1
"250","0.331349895221701",1
"251","0.331976833964401",1
"252","0.334492916737201",1
"253","0.3355056920638",1
"254","0.3360626355552",1
"255","0.336841720099899",1
"256","0.338678109530401",1
"257","0.3391978014313",1
"258","0.339836489498101",1
"259","0.341724648357101",1
"260","0.342437377121399",1
"261","0.344095937250501",1
"262","0.344429143102699",1
"263","0.3459743202911",1
"264","0.346524183293701",1
"265","0.351271434546",1
"266","0.352650096585799",1
"267","0.3560740283174",1
"268","0.356632887502601",1
"269","0.3576890334993",1
"270","0.358585409523799",1
"271","0.3609126411092",1
"272","0.3613741029578",1
"273","0.362090301750399",1
"274","0.365717613573301",1
"275","0.368062229418699",1
"276","0.3697610318918",1
"277","0.3712317477108",1
"278","0.3727654031601",1
"279","0.374336653892",1
